account_id,risk_label,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
L00438,0,3.2579083,0.17979187,3.0913932,0.0,0.0,2.3903208,0.93924975,4.3296742,0.0,0.0,1.5716891,0.0,4.3160934,0.20936169,0.0,2.581977,1.9383097,0.030368418,1.618619,0.6436404,0.12702157,4.256831,0.0,0.0,0.052883126,4.2208776,0.0,1.8864865,0.1268664,1.6710312,0.0,0.27424166
L00439,0,3.5258067,0.29387453,3.2763376,0.0,0.0,2.4360948,1.0183893,4.4407372,0.0,0.0,1.8101169,0.0,4.2361827,0.12527682,0.0,2.624749,2.062356,0.026330113,1.6260319,0.66609836,0.05526027,4.4313493,0.0,0.0,0.0324909,4.3487577,0.0,1.9402303,0.04947549,1.7235749,0.0,0.25858462
L00440,0,3.0939891,0.3745653,2.869441,0.0,0.0,2.0957265,0.9583665,3.9067419,0.0,0.0,1.6344786,0.0,3.6543999,0.0,0.0,2.3572803,1.8904886,0.0,1.4725342,0.6774547,0.0,3.7710643,0.0,0.0,0.0,3.7935848,0.0,1.759218,0.0,1.5648773,0.0,0.24744141
L00441,0,3.071603,0.21720141,3.0620973,0.0,0.0,2.233968,0.97448754,3.9805648,0.0,0.0,1.7460409,0.0,4.0228214,0.034215853,0.0,2.7788184,2.0569117,0.0,1.4835086,0.72616875,0.06804474,3.777666,0.0,0.0,0.0,3.9974575,0.0,1.9656875,0.0,1.654149,0.0,0.059053138
L00442,0,2.1375995,0.20029011,1.9853597,0.0,0.0,1.3915836,0.5406478,2.8208034,0.0,0.0,0.9663793,0.0,2.650276,0.29819077,0.0,1.5912521,1.2299174,0.09243202,1.0246527,0.40339643,0.33081603,2.6626256,0.0,0.0,0.102918096,2.7944188,0.0,1.1560243,0.1152482,1.0289452,0.0,0.076204166
L00443,0,2.5366833,0.30667818,2.4305289,0.0,0.0,1.7158554,0.75358355,3.2795422,0.0,0.0,1.3232139,0.0,3.08584,0.018423066,0.0,1.9506027,1.5845795,0.0,1.2398915,0.577749,0.0,3.1441822,0.0,0.0,0.009925127,3.1915631,0.0,1.4712566,0.0,1.2958086,0.0,0.20606256
L00444,0,2.514264,0.39510632,2.5919125,0.0,0.0,1.6583008,0.87132955,3.3604932,0.0,0.0,1.396457,0.0,3.2265565,0.0,0.0,2.267747,1.7322533,0.0,1.2179732,0.68484986,0.0,3.1341162,0.0,0.0,0.0,3.2249765,0.0,1.6756728,0.0,1.4238759,0.0,0.19230607
L00445,0,2.7300706,0.22960252,2.6347432,0.0,0.0,1.8008386,0.8322476,3.6526754,0.0,0.0,1.3980646,0.0,3.5170774,0.02667369,0.0,2.2477846,1.7161489,0.0,1.3560786,0.5884075,0.03794065,3.3620322,0.0,0.0,0.0063267276,3.4600754,0.0,1.6283841,0.0,1.4645905,0.0,0.15834399
L00446,0,2.1102784,0.46598533,2.1044676,0.0,0.0,1.3911318,0.76560605,2.7503874,0.0,0.0,1.2394826,0.0,2.6154528,0.0,0.0,1.9120829,1.4661536,0.0,1.0489264,0.6382364,0.0,2.5865972,0.0,0.0,0.0,2.6695132,0.0,1.4480822,0.0,1.237716,0.0,0.15959412
L00447,0,2.512595,0.39426243,2.3622236,0.0,0.0,1.704257,0.8059979,3.1763644,0.0,0.0,1.3597581,0.0,2.9560978,0.0,0.0,1.9845885,1.577007,0.0,1.2160783,0.6136302,0.0,3.0521884,0.0,0.0,0.0,3.0944571,0.0,1.482081,0.0,1.316438,0.0,0.18785554
L00448,0,2.4906542,0.37651497,2.3450298,0.0,0.0,1.7299775,0.82097864,3.0263197,0.0,0.0,1.3240896,0.0,2.818713,0.030363217,0.0,1.8559023,1.5586345,0.0,1.1798441,0.614928,0.0,2.973898,0.0,0.0,0.0,3.0021973,0.0,1.4498305,0.0,1.2267671,0.0,0.17498721
L00449,0,3.1660714,0.36769727,3.0058956,0.0,0.0,2.2055006,0.9969064,4.056038,0.0,0.0,1.7702272,0.0,3.8944802,0.0,0.0,2.6481917,2.0433652,0.0,1.5205915,0.73584217,0.0,3.8667922,0.0,0.0,0.0,4.0188637,0.0,1.8974158,0.0,1.6668468,0.0,0.1592428
L00450,0,2.835659,0.29755273,2.7214003,0.0,0.0,1.9860924,0.8617494,3.7610986,0.0,0.0,1.5247992,0.0,3.6159961,0.0,0.0,2.32354,1.8108636,0.0,1.4303639,0.6464515,0.0,3.5158186,0.0,0.0,0.0,3.6439724,0.0,1.6939422,0.0,1.5056458,0.0,0.21691957
L00451,0,2.558337,0.3302877,2.562457,0.0,0.0,1.7462257,0.8314971,3.3533456,0.0,0.0,1.3948107,0.0,3.2497742,0.0,0.0,2.180752,1.6932797,0.0,1.2637838,0.6321763,0.0,3.1278472,0.0,0.0,0.0,3.2771425,0.0,1.6021138,0.0,1.3938468,0.0,0.18095954
L00452,0,2.7796762,0.21280253,2.6024063,0.0,0.0,2.0081165,0.8414148,3.5597703,0.0,0.0,1.4724863,0.0,3.4203022,0.112533286,0.0,2.1265547,1.7105337,0.0,1.3730671,0.5984713,0.076029,3.470547,0.0,0.0,0.021330364,3.5109024,0.0,1.596801,0.0,1.3699424,0.0,0.19158582
L00453,0,2.7708733,0.27053863,2.6662416,0.0,0.0,1.9445035,0.8209125,3.643078,0.0,0.0,1.4631445,0.0,3.4876425,0.012014613,0.0,2.20868,1.7443997,0.0,1.3855729,0.61606526,0.0,3.4360394,0.0,0.0,0.0,3.5518746,0.0,1.6083754,0.0,1.4464192,0.0,0.2042247
L00454,0,2.7080917,0.0,2.6357067,0.0,0.0,1.8748991,0.5660585,3.8036635,0.0,0.0,1.3215888,0.0,3.9006276,0.55870056,0.0,2.2231462,1.7492478,0.19037548,1.2883153,0.46074653,0.7111306,3.4844697,0.0,0.0,0.17034078,3.9111266,0.0,1.5945017,0.16047782,1.25229,0.0,0.0
L00455,0,2.9215653,0.3433699,2.796945,0.0,0.0,1.8448305,0.8483447,3.6657317,0.0,0.0,1.2869496,0.0,3.5108688,0.24494864,0.0,2.2091846,1.6375704,0.10203567,1.286283,0.5677436,0.18278776,3.6034153,0.0,0.0,0.07319873,3.564355,0.0,1.5338432,0.106009185,1.478301,0.0,0.23212115
L00456,0,3.5061038,0.18153787,3.3364296,0.0,0.0,2.3870714,0.95140207,4.454432,0.0,0.0,1.7294625,0.0,4.296266,0.25052702,0.0,2.6314924,2.0827148,0.09419528,1.583149,0.65451,0.15984054,4.326863,0.0,0.0,0.08470289,4.390419,0.0,1.8817503,0.08632201,1.6679168,0.0,0.22116178
L00457,0,3.4419029,0.0614444,3.2774117,0.0,0.0,2.477595,0.85017323,4.409027,0.0,0.0,1.6285735,0.0,4.323014,0.41530943,0.0,2.4220717,1.9970634,0.23608163,1.6153286,0.571889,0.33442205,4.35394,0.0,0.0,0.17420694,4.4270205,0.0,1.7526437,0.15558001,1.5331228,0.0,0.18507627
L00458,0,2.9052634,0.35878623,2.6763291,0.0,0.0,2.0063503,0.932963,3.5914414,0.0,0.0,1.6131668,0.0,3.3973475,0.01679425,0.0,2.2985022,1.8059447,0.0,1.3518524,0.6786037,0.0,3.5166225,0.0,0.0,0.0,3.5515552,0.0,1.7026753,0.0,1.4548321,0.0,0.16539598
L00459,0,3.083841,0.30664355,3.1242328,0.0,0.0,2.0989168,0.9977318,3.9612298,0.0,0.0,1.6586752,0.0,3.9827187,0.009141505,0.0,2.8198378,2.0534997,0.0,1.3854651,0.7371759,0.0,3.7168527,0.0,0.0,0.0,3.9081774,0.0,2.0088475,0.0,1.6907032,0.0,0.05610378
L00460,0,3.3087144,0.25482744,3.1898336,0.0,0.0,2.3146224,1.0010351,4.245544,0.0,0.0,1.7374812,0.0,4.1183453,0.05862166,0.0,2.5712917,2.0572736,0.0,1.5787799,0.70007163,0.0,4.0519395,0.0,0.0,0.028975226,4.17788,0.0,1.8843008,0.0,1.6471279,0.0,0.23094974
L00461,0,2.2812614,0.38253838,2.1858501,0.0,0.0,1.584344,0.75946605,2.9932582,0.0,0.0,1.3094634,0.0,2.85004,0.0,0.0,1.951558,1.5052875,0.0,1.1832881,0.60275936,0.0,2.8190858,0.0,0.0,0.0,2.9310904,0.0,1.4432397,0.0,1.282716,0.0,0.17931615
L00462,0,2.8274472,0.11744499,2.8144226,0.0,0.0,1.8726432,0.7588419,3.805091,0.0,0.0,1.3511885,0.0,3.7377675,0.2584498,0.0,2.3608773,1.7811066,0.042733103,1.2964158,0.58708334,0.20944731,3.5211883,0.0,0.0,0.09267869,3.6677542,0.0,1.6657145,0.060997456,1.4122974,0.0,0.1027032
L00463,0,2.4524643,0.43253872,2.331429,0.0,0.0,1.6183378,0.79108727,3.097006,0.0,0.0,1.2996275,0.0,2.8707657,0.0,0.0,1.9801005,1.5621475,0.0,1.1714242,0.6094661,0.0,2.9595976,0.0,0.0,0.0,2.9982338,0.0,1.4598188,0.0,1.3137863,0.0,0.19499996
L00464,0,3.0111852,0.18323699,3.0915248,0.0,0.0,2.1679528,0.93708205,3.9876997,0.0,0.0,1.6741523,0.0,4.0757685,0.034583166,0.0,2.7617838,2.038038,0.0,1.4689918,0.7004678,0.06200753,3.714334,0.0,0.0,0.0,3.991065,0.0,1.942532,0.0,1.65646,0.0,0.0660374
L00465,0,2.5733645,0.21761218,2.4792428,0.0,0.0,1.7021009,0.74469036,3.4286478,0.0,0.0,1.3344321,0.0,3.3113503,0.10534336,0.0,2.1324174,1.6261686,0.0,1.2421763,0.5547439,0.11766057,3.1595292,0.0,0.0,0.035507865,3.305172,0.0,1.5409011,0.0,1.3414383,0.0,0.11608439
L00466,0,2.437691,0.3805987,2.359996,0.0,0.0,1.563068,0.7302343,3.1488779,0.0,0.0,1.2201953,0.0,2.9988165,0.024346724,0.0,1.9531441,1.4838026,0.0,1.121602,0.5510105,0.019786298,3.0547738,0.0,0.0,0.010048687,3.0040116,0.0,1.451511,0.0,1.330511,0.0,0.1808177
L00467,0,2.8675807,0.32327205,2.6963813,0.0,0.0,1.9852496,0.8843386,3.6848054,0.0,0.0,1.5172701,0.0,3.5657647,0.04748164,0.0,2.3349903,1.7745492,0.0,1.3851225,0.64184844,0.0,3.5455236,0.0,0.0,0.003380403,3.6431184,0.0,1.6865987,0.0,1.4922078,0.0,0.17651996
L00468,0,3.3919265,0.087527275,3.187049,0.0,0.0,2.4281473,0.7420902,4.247348,0.0,0.0,1.4254194,0.0,4.1045313,0.6170492,0.0,2.1544363,1.8443378,0.41151643,1.5110795,0.48838863,0.52312326,4.3219333,0.0,0.0,0.26008543,4.3199635,0.0,1.5915273,0.25212163,1.3887243,0.0,0.14425328
L00469,0,2.360494,0.44564375,2.159528,0.0,0.0,1.5657326,0.7750895,2.9693031,0.0,0.0,1.2945697,0.0,2.7152526,0.0,0.0,1.8690449,1.4622984,0.0,1.1444279,0.58289945,0.0,2.8791006,0.0,0.0,0.0,2.8541803,0.0,1.4089057,0.0,1.2720559,0.0,0.19805408
L00470,0,2.0908015,0.27115944,2.0706654,0.0,0.0,1.2701418,0.6331024,2.837507,0.0,0.0,1.0272539,0.0,2.7539244,0.08439602,0.0,1.8513623,1.3393389,0.0,1.0009015,0.48352003,0.102827474,2.5301661,0.0,0.0,0.019105412,2.6735144,0.0,1.3176426,0.0,1.1887207,0.0,0.072431535
L00471,0,2.5067217,0.4840709,2.3266866,0.0,0.0,1.7117964,0.84805787,3.1473687,0.0,0.0,1.4323927,0.0,2.9812217,0.0,0.0,2.0408437,1.5808272,0.0,1.1962655,0.60856545,0.0,3.1090555,0.0,0.0,0.0,3.0454588,0.0,1.5966897,0.0,1.3706224,0.0,0.18690266
L00472,0,2.8504343,0.37581944,2.6457496,0.0,0.0,1.9699483,0.9151546,3.668402,0.0,0.0,1.6000942,0.0,3.4322531,0.0,0.0,2.3456426,1.8159275,0.0,1.4054456,0.677619,0.0,3.4800289,0.0,0.0,0.0,3.5333543,0.0,1.705676,0.0,1.5152614,0.0,0.1816268
L00473,0,2.5423214,0.2973879,2.4959304,0.0,0.0,1.7843531,0.80456436,3.3853066,0.0,0.0,1.4419831,0.0,3.2505596,0.0,0.0,2.1443067,1.6775253,0.0,1.3087702,0.6213534,0.0,3.156164,0.0,0.0,0.0,3.288732,0.0,1.5811954,0.0,1.388449,0.0,0.17582016
L00474,0,2.4590495,0.36847112,2.2676687,0.0,0.0,1.7129706,0.83185935,3.1415653,0.0,0.0,1.4265956,0.0,2.97216,0.0,0.0,2.0749047,1.5803957,0.0,1.2336193,0.62441766,0.0,3.0117037,0.0,0.0,0.0,3.0659542,0.0,1.5269506,0.0,1.3287339,0.0,0.14116514
L00475,0,2.4484046,0.29208958,2.3816204,0.0,0.0,1.5348543,0.6367066,3.2391713,0.0,0.0,1.0914216,0.0,3.1308267,0.22454871,0.0,1.942731,1.4180107,0.10823929,1.112215,0.46937796,0.2611102,3.064972,0.0,0.0,0.07403166,3.110013,0.0,1.3898764,0.07390818,1.2968957,0.0,0.12762614
L00476,0,2.431823,0.36343008,2.2710135,0.0,0.0,1.5876002,0.7432916,3.0661054,0.0,0.0,1.2070749,0.0,2.905931,0.060567394,0.0,1.8978051,1.4329064,0.0,1.1305373,0.52343464,0.020260036,3.0052629,0.0,0.0,0.024809338,2.9508543,0.0,1.3897672,0.006427139,1.2783573,0.0,0.19493958
L00477,0,2.3606262,0.31785923,2.2775383,0.0,0.0,1.5997323,0.7938453,2.993488,0.0,0.0,1.3201268,0.0,2.9236472,0.005377218,0.0,1.9856235,1.5148752,0.0,1.1333959,0.5871714,0.017099261,2.8600676,0.0,0.0,0.0,2.9391594,0.0,1.4921758,0.0,1.264255,0.0,0.123617165
L00478,0,1.9037073,0.37079626,1.9558463,0.0,0.0,1.2481582,0.6913284,2.5894368,0.0,0.0,1.0866721,0.0,2.4910495,0.0,0.0,1.7737089,1.3275447,0.0,0.9841612,0.56397665,0.0,2.3537452,0.0,0.0,0.0,2.4317331,0.0,1.3524903,0.0,1.151747,0.0,0.14153808
L00479,0,2.9092982,0.23801243,2.8158095,0.0,0.0,1.958389,0.8372196,3.7490106,0.0,0.0,1.3984616,0.0,3.6562417,0.17219017,0.0,2.285414,1.7730945,0.0,1.3412795,0.60300344,0.13006328,3.5763512,0.0,0.0,0.055100642,3.6613054,0.0,1.6208674,0.029733509,1.4564266,0.0,0.20494583
L00480,0,1.9827344,0.46059957,1.9177389,0.0,0.0,1.1857119,0.7201086,2.6072862,0.0,0.0,1.0465841,0.0,2.42764,0.0,0.0,1.79063,1.3033898,0.0,0.9455841,0.5749201,0.0,2.4097912,0.0,0.0,0.0,2.3908792,0.0,1.3292269,0.0,1.1969383,0.0,0.14733279
L00481,0,2.340386,0.4258491,2.227455,0.0,0.0,1.5789319,0.77481675,2.9470716,0.0,0.0,1.3236823,0.0,2.8059044,0.0,0.0,1.9040984,1.503465,0.0,1.138442,0.60293937,0.0,2.8463097,0.0,0.0,0.0,2.926869,0.0,1.4330343,0.0,1.2711507,0.0,0.18438144
L00482,0,2.4263153,0.34763527,2.321438,0.0,0.0,1.6392375,0.8117151,3.1946313,0.0,0.0,1.35948,0.0,3.0660274,0.0,0.0,2.1172712,1.5825604,0.0,1.2156074,0.61016095,0.0,2.96123,0.0,0.0,0.0,3.0501647,0.0,1.5469887,0.0,1.3491393,0.0,0.16164856
L00483,0,2.7530708,0.22259939,2.6257496,0.0,0.0,1.9941745,0.840309,3.480489,0.0,0.0,1.4492277,0.0,3.3243725,0.10946073,0.0,2.0748117,1.724559,0.0,1.3474493,0.6138294,0.07035673,3.37916,0.0,0.0,0.018705487,3.4484506,0.0,1.578428,0.0,1.3352361,0.0,0.17701815
L00484,0,2.0224175,0.54533005,1.8505082,0.0,0.0,1.2562883,0.7364532,2.4009683,0.0,0.0,1.1754079,0.0,2.1570554,0.0,0.0,1.6584553,1.3207644,0.0,0.94399256,0.61624074,0.0,2.3405745,0.0,0.0050656945,0.0,2.320047,0.0,1.2810167,0.0,1.1240311,0.0,0.170432
L00485,0,2.229217,0.4153041,2.0943828,0.0,0.0,1.4894937,0.7668216,2.8454533,0.0,0.0,1.2849092,0.0,2.6913931,0.0,0.0,1.8911504,1.4467348,0.0,1.1089425,0.5966081,0.0,2.6968558,0.0,0.0,0.0,2.7583218,0.0,1.4131966,0.0,1.2405252,0.0,0.1611599
L00486,0,2.9245355,0.28738534,2.7248468,0.0,0.0,2.0428107,0.88317466,3.6971097,0.0,0.0,1.55786,0.0,3.4672773,0.044270977,0.0,2.2039707,1.7804229,0.0,1.4021585,0.6350584,0.0,3.6256,0.0,0.0,0.0,3.6204495,0.0,1.6376182,0.0,1.4511333,0.0,0.22568871
L00487,0,2.5539448,0.32466322,2.5140982,0.0,0.0,1.6701169,0.796409,3.3223405,0.0,0.0,1.3178157,0.0,3.201157,0.0076775104,0.0,2.1209686,1.6315129,0.0,1.2056315,0.61563516,0.0,3.1258173,0.0,0.0,0.0006919354,3.2188191,0.0,1.5461634,0.0,1.3654156,0.0,0.16824496
L00488,0,2.2582126,0.29838434,2.2222395,0.0,0.0,1.5598575,0.7252218,3.0338404,0.0,0.0,1.2552052,0.0,2.8757484,0.0,0.0,1.9183218,1.4881381,0.0,1.1822793,0.5618532,0.0,2.8053741,0.0,0.0,0.0,2.881096,0.0,1.4181209,0.0,1.2648851,0.0,0.1679095
L00489,0,2.369939,0.31701243,2.303758,0.0,0.0,1.5443869,0.7442101,3.0611198,0.0,0.0,1.2362177,0.0,2.953193,0.007991865,0.0,1.9856915,1.500697,0.0,1.1306629,0.5562117,0.0,2.8570209,0.0,0.0,0.0,2.961567,0.0,1.4524361,0.0,1.2927825,0.0,0.13426739
L00490,0,2.9584367,0.31982547,2.8960667,0.0,0.0,1.9423497,0.9446577,3.8418846,0.0,0.0,1.5274597,0.0,3.6952953,0.0,0.0,2.446442,1.886204,0.0,1.38978,0.68974006,0.0,3.623232,0.0,0.0,0.0,3.6963272,0.0,1.7796544,0.0,1.5725975,0.0,0.18950388
L00491,0,3.3633597,0.13517559,3.6153615,0.0,0.0,2.253222,0.9284208,4.1668587,0.0,0.0,1.4717762,0.0,4.0442595,0.5106184,0.0,2.4542716,2.0267305,0.2016752,1.487181,0.6723381,0.37898982,4.0776896,0.0,0.0,0.15302113,4.1389527,0.0,1.605854,0.2965924,1.6042266,0.0,0.39383528
L00492,0,2.156246,0.2855999,2.0587504,0.0,0.0,1.4007436,0.6251992,2.8450382,0.0,0.0,1.042743,0.0,2.7108974,0.080036685,0.0,1.7104242,1.3160417,0.0,1.0710238,0.48340878,0.081533775,2.6350422,0.0,0.0,0.029751547,2.7398767,0.0,1.2596434,0.001445502,1.1547587,0.0,0.13274589
L00493,0,3.0631464,0.35409418,2.8459215,0.0,0.0,2.089706,0.933488,3.8421512,0.0,0.0,1.5348448,0.0,3.5933013,0.06309126,0.0,2.3234017,1.8517643,0.0,1.4252121,0.6799524,0.0,3.7473404,0.0,0.0,0.019652188,3.745173,0.0,1.6967723,0.0,1.5114956,0.0,0.2493647
L00494,0,3.061853,0.18439424,2.9385881,0.0,0.0,2.1939619,0.84823143,3.861019,0.0,0.0,1.4675938,0.0,3.6890914,0.25821024,0.0,2.1719203,1.8365555,0.06608307,1.4383922,0.6088297,0.16206835,3.7464,0.0,0.0,0.11226093,3.8332167,0.0,1.5991545,0.022120982,1.390157,0.0,0.20529695
L00495,0,2.48781,0.42150778,2.3863182,0.0,0.0,1.6669937,0.80485976,3.2076547,0.0,0.0,1.3661424,0.0,3.0137892,0.0,0.0,2.039388,1.605376,0.0,1.2237122,0.6213356,0.0,3.0257714,0.0,0.0,0.0,3.1015449,0.0,1.5203876,0.0,1.359364,0.0,0.1992777
L00496,0,1.7576444,0.4342476,1.7256002,0.0,0.0,1.0583076,0.6538862,2.3040974,0.0,0.0,0.97149277,0.0,2.1804707,0.0,0.0,1.6104556,1.1711533,0.0,0.8619117,0.5190798,0.0,2.0920484,0.0,0.0,0.0,2.1401038,0.0,1.2185595,0.0,1.0751065,0.0,0.1334844
L00497,0,2.7332017,0.24063247,2.6314378,0.0,0.0,1.9672067,0.8588166,3.6349466,0.0,0.0,1.5611767,0.0,3.5137799,0.0,0.0,2.3163712,1.7823265,0.0,1.410322,0.6429539,0.0,3.4114516,0.0,0.0,0.0,3.5340266,0.0,1.6734818,0.0,1.4652615,0.0,0.15804327
L00498,0,2.183086,0.37981158,2.1036808,0.0,0.0,1.4636794,0.7494503,2.869179,0.0,0.0,1.2610319,0.0,2.7318432,0.0,0.0,1.9041504,1.4500524,0.0,1.1052177,0.5915605,0.0,2.6668603,0.0,0.0,0.0,2.7421231,0.0,1.4216777,0.0,1.2398982,0.0,0.14870873
L00499,0,1.9505725,0.27391756,1.9822283,0.0,0.0,1.3438398,0.606832,2.6680167,0.0,0.0,1.1122938,0.0,2.5584571,0.0,0.0,1.6698179,1.3274221,0.0,1.0444407,0.5109208,0.023045003,2.4242773,0.0,0.0,0.0,2.5747147,0.0,1.2694178,0.0,1.1046405,0.0,0.13668267
L00500,0,2.410788,0.45496848,2.207012,0.0,0.0,1.6265613,0.7996019,3.0555215,0.0,0.0,1.361549,0.0,2.7782469,0.0,0.0,1.931696,1.5267174,0.0,1.1869106,0.61729187,0.0,2.9360256,0.0,0.0,0.0,2.936819,0.0,1.4592537,0.0,1.2965629,0.0,0.2047433
L00501,0,3.4040449,0.18234631,3.1924858,0.0,0.0,2.3580816,0.94253314,4.3645396,0.0,0.0,1.7296478,0.0,4.244251,0.17714103,0.0,2.5717828,2.0428813,0.043204665,1.5987551,0.63041633,0.10829036,4.2303605,0.0,0.0,0.06396005,4.2943153,0.0,1.8718568,0.050308555,1.6526494,0.0,0.22025385
L00502,0,2.0827868,0.49097532,1.958499,0.0,0.0,1.3076569,0.7172382,2.6616266,0.0,0.0,1.1343647,0.0,2.4608839,0.0,0.0,1.7576056,1.3329264,0.0,1.0052145,0.56080765,0.0,2.5058713,0.0,0.0,0.0,2.5083876,0.0,1.3384341,0.0,1.2025521,0.0,0.18554822
L00503,0,2.7210295,0.31214005,2.5920491,0.0,0.0,1.7772529,0.8436638,3.500671,0.0,0.0,1.4029682,0.0,3.31817,0.006236717,0.0,2.1731222,1.6803666,0.0,1.2989976,0.60931903,0.0,3.321694,0.0,0.0,0.0,3.389627,0.0,1.5882496,0.0,1.4248954,0.0,0.18385494
L00504,0,3.0616026,0.26342285,2.9166486,0.0,0.0,2.0756767,0.9067097,3.8494418,0.0,0.0,1.5956547,0.0,3.6288939,0.11034168,0.0,2.3161714,1.858264,0.0,1.3848782,0.63580346,0.0,3.7422855,0.0,0.0,0.038436927,3.7350836,0.0,1.6764174,0.0,1.4946454,0.0,0.23851815
L00505,0,2.3127599,0.5065581,2.1385462,0.0,0.0,1.5120643,0.81210256,2.9062862,0.0,0.0,1.3064754,0.0,2.6502233,0.0,0.0,1.8915235,1.4902576,0.0,1.1190155,0.6301449,0.0,2.8005147,0.0,0.0,0.0,2.788251,0.0,1.4573716,0.0,1.2754886,0.0,0.20476542
L00506,0,2.301443,0.23968121,2.3429365,0.0,0.0,1.559974,0.70893407,3.1161623,0.0,0.0,1.2577738,0.0,3.0984018,0.013387039,0.0,2.0730813,1.5513957,0.0,1.155036,0.56139505,0.04964921,2.8252382,0.0,0.0,0.0,3.037829,0.0,1.4941776,0.0,1.3048174,0.0,0.08071233
L00507,0,2.8891003,0.35144052,2.7034783,0.0,0.0,2.0074482,0.88733447,3.6826155,0.0,0.0,1.6094383,0.0,3.5458248,0.0032920241,0.0,2.2681355,1.7854218,0.0,1.3819776,0.62544894,0.0,3.6135564,0.0,0.0,0.0,3.636989,0.0,1.7156177,0.0,1.4914498,0.0,0.19448929
L00508,0,2.5943415,0.39011353,2.4432082,0.0,0.0,1.7260412,0.83539,3.3433468,0.0,0.0,1.3976272,0.0,3.1295655,0.0,0.0,2.1172986,1.6362661,0.0,1.2595534,0.6252542,0.0,3.168058,0.0,0.0,0.0,3.1949534,0.0,1.5594858,0.0,1.3973179,0.0,0.20713049
L00509,0,3.66004,0.22087765,3.365313,0.0,0.0,2.710014,1.1732748,4.6173844,0.0,0.0,2.1404052,0.0,4.5704403,0.120848045,0.0,3.1283402,2.3189704,0.0,1.7450774,0.826877,0.079142764,4.5448456,0.0,0.0,0.0,4.684939,0.0,2.1513195,1.35451555e-05,1.8472636,0.0,0.09417298
L00510,0,2.6586907,0.32458672,2.6176426,0.0,0.0,1.8079689,0.8458146,3.5067434,0.0,0.0,1.4455962,0.0,3.3736918,0.0,0.0,2.246346,1.7361234,0.0,1.319139,0.6328677,0.0,3.2558634,0.0,0.0,0.0,3.3720088,0.0,1.6404711,0.0,1.449963,0.0,0.18510236
L00511,0,2.0160487,0.5332786,1.8560238,0.0,0.0,1.2622969,0.7361505,2.426064,0.0,0.0,1.1797898,0.0,2.1889627,0.0,0.0,1.6513816,1.3059363,0.0,0.93962085,0.6068466,0.0,2.345789,0.0,0.0,0.0,2.3308487,0.0,1.2911644,0.0,1.1287363,0.0,0.1766949
L00512,0,2.5313294,0.45274472,2.3704076,0.0,0.0,1.6550015,0.8352829,3.1935055,0.0,0.0,1.3767476,0.0,2.9710844,0.0,0.0,2.0433092,1.5964786,0.0,1.1941633,0.63590765,0.0,3.0587163,0.0,0.0,0.0,3.0616436,0.0,1.5278044,0.0,1.3543928,0.0,0.21614973
L00513,0,2.461436,0.41781515,2.3027177,0.0,0.0,1.6534092,0.8002196,3.1401942,0.0,0.0,1.36227,0.0,2.924886,0.0,0.0,1.977364,1.5547807,0.0,1.2115647,0.60672647,0.0,3.003701,0.0,0.0,0.0,3.0596867,0.0,1.4700624,0.0,1.3315766,0.0,0.20333156
L00514,0,2.4882195,0.45074943,2.3606164,0.0,0.0,1.6631995,0.8271135,3.149204,0.0,0.0,1.3944484,0.0,2.9293687,0.0,0.0,2.0220766,1.6068044,0.0,1.2121192,0.64293563,0.0,3.0247128,0.0,0.0,0.0,3.0848184,0.0,1.5323528,0.0,1.3418248,0.0,0.19689316
L00515,0,2.7279432,0.4069443,2.5646644,0.0,0.0,1.6998398,0.8850255,3.5495434,0.0,0.0,1.3820025,0.0,3.3412566,0.0,0.0,2.2867618,1.696494,0.0,1.2636516,0.63361293,0.0,3.3010552,0.0,0.0,0.0,3.3037486,0.0,1.645114,0.0,1.4939349,0.0,0.19844794
L00516,0,2.527726,0.36392117,2.392129,0.0,0.0,1.7337159,0.8110572,3.251452,0.0,0.0,1.4139978,0.0,3.0284355,0.0,0.0,2.004006,1.6040473,0.0,1.2744117,0.6085663,0.0,3.098644,0.0,0.0,0.0,3.1494517,0.0,1.5153604,0.0,1.3326892,0.0,0.21581492
L00517,0,2.4299722,0.376891,2.3651533,0.0,0.0,1.6539134,0.79854894,3.1661317,0.0,0.0,1.3417194,0.0,3.0066683,0.0,0.0,2.0598464,1.593118,0.0,1.2061453,0.62001616,0.0,2.970643,0.0,0.0,0.0,3.0495048,0.0,1.5273774,0.0,1.3492222,0.0,0.16359212
L00518,0,2.1216502,0.4542204,2.0753307,0.0,0.0,1.4024602,0.73351,2.7276664,0.0,0.0,1.2071304,0.0,2.5478776,0.0,0.0,1.8335491,1.4226396,0.0,1.0481691,0.5920826,0.0,2.5641065,0.0,0.0,0.0,2.6260347,0.0,1.3916291,0.0,1.2056181,0.0,0.16230261
