algorithm,community_id,size,mule_count,mule_purity,is_likely_syndicate,sample_members
Label_Propagation,Label_Propagation_244,2,0,0.0,False,L00419;L00893
Label_Propagation,Label_Propagation_245,3,0,0.0,False,L00506;L00752;L00422
Label_Propagation,Label_Propagation_246,1,0,0.0,False,L00423
Label_Propagation,Label_Propagation_247,2,0,0.0,False,L00424;L00677
Label_Propagation,Label_Propagation_248,3,0,0.0,False,L00427;L00738;L00538
Label_Propagation,Label_Propagation_249,1,0,0.0,False,L00431
Label_Propagation,Label_Propagation_250,2,0,0.0,False,L00762;L00432
Label_Propagation,Label_Propagation_251,2,0,0.0,False,L00433;L00518
Label_Propagation,Label_Propagation_252,3,0,0.0,False,L00436;L00911;L00693
Label_Propagation,Label_Propagation_253,1,0,0.0,False,L00441
Label_Propagation,Label_Propagation_254,2,0,0.0,False,L00766;L00445
Label_Propagation,Label_Propagation_255,5,0,0.0,False,L00495;L00843;L00733;L00481;L00446
Label_Propagation,Label_Propagation_256,2,0,0.0,False,L00973;L00449
Label_Propagation,Label_Propagation_257,2,0,0.0,False,L00461;L00450
Label_Propagation,Label_Propagation_258,3,0,0.0,False,L00483;L00452;L00642
Label_Propagation,Label_Propagation_259,1,0,0.0,False,L00454
Label_Propagation,Label_Propagation_260,2,0,0.0,False,L00458;L00569
Label_Propagation,Label_Propagation_261,1,0,0.0,False,L00459
Label_Propagation,Label_Propagation_262,2,0,0.0,False,L00462;L00581
Label_Propagation,Label_Propagation_263,1,0,0.0,False,L00464
Label_Propagation,Label_Propagation_264,2,0,0.0,False,L00530;L00465
Label_Propagation,Label_Propagation_265,3,0,0.0,False,L00469;L00724;L00869
Label_Propagation,Label_Propagation_266,3,0,0.0,False,L00819;L00478;L00639
Label_Propagation,Label_Propagation_267,2,0,0.0,False,L00896;L00479
Label_Propagation,Label_Propagation_268,4,0,0.0,False,L00748;L00515;L00744;L00480
Label_Propagation,Label_Propagation_269,2,0,0.0,False,L00485;L00498
Label_Propagation,Label_Propagation_270,2,0,0.0,False,L00661;L00496
Label_Propagation,Label_Propagation_271,2,0,0.0,False,L00689;L00497
Label_Propagation,Label_Propagation_272,2,0,0.0,False,L00508;L00564
Label_Propagation,Label_Propagation_273,1,0,0.0,False,L00509
Label_Propagation,Label_Propagation_274,4,0,0.0,False,L00798;L00604;L00839;L00520
Label_Propagation,Label_Propagation_275,2,0,0.0,False,L00522;L00653
Label_Propagation,Label_Propagation_276,4,0,0.0,False,L00525;L00637;L00986;L00780
Label_Propagation,Label_Propagation_277,2,0,0.0,False,L00921;L00527
Label_Propagation,Label_Propagation_278,2,0,0.0,False,L00528;L00659
Label_Propagation,Label_Propagation_279,3,0,0.0,False,L00742;L00964;L00540
Label_Propagation,Label_Propagation_280,3,0,0.0,False,L00816;L00555;L00957
Label_Propagation,Label_Propagation_281,1,0,0.0,False,L00559
Label_Propagation,Label_Propagation_282,1,0,0.0,False,L00561
Label_Propagation,Label_Propagation_283,2,0,0.0,False,L00745;L00567
Label_Propagation,Label_Propagation_284,1,0,0.0,False,L00571
Label_Propagation,Label_Propagation_285,2,0,0.0,False,L00874;L00572
Label_Propagation,Label_Propagation_286,2,0,0.0,False,L00856;L00573
Label_Propagation,Label_Propagation_287,1,0,0.0,False,L00575
Label_Propagation,Label_Propagation_288,1,0,0.0,False,L00579
Label_Propagation,Label_Propagation_289,2,0,0.0,False,L00987;L00580
Label_Propagation,Label_Propagation_290,1,0,0.0,False,L00585
Label_Propagation,Label_Propagation_291,2,0,0.0,False,L00796;L00587
Label_Propagation,Label_Propagation_292,2,0,0.0,False,L00593;L00975
Label_Propagation,Label_Propagation_293,4,0,0.0,False,L00680;L00598;L00810;L00951
Label_Propagation,Label_Propagation_294,5,0,0.0,False,L00828;L00769;L00735;L00645;L00606
Label_Propagation,Label_Propagation_295,2,0,0.0,False,L00705;L00611
Label_Propagation,Label_Propagation_296,2,0,0.0,False,L00761;L00617
Label_Propagation,Label_Propagation_297,2,0,0.0,False,L00920;L00627
Label_Propagation,Label_Propagation_298,1,0,0.0,False,L00629
Label_Propagation,Label_Propagation_299,2,0,0.0,False,L00633;L00922
Label_Propagation,Label_Propagation_300,2,0,0.0,False,L00634;L00703
Label_Propagation,Label_Propagation_301,1,0,0.0,False,L00646
Label_Propagation,Label_Propagation_302,2,0,0.0,False,L00652;L00813
Label_Propagation,Label_Propagation_303,2,0,0.0,False,L00685;L00657
Label_Propagation,Label_Propagation_304,1,0,0.0,False,L00663
Label_Propagation,Label_Propagation_305,2,0,0.0,False,L00835;L00676
Label_Propagation,Label_Propagation_306,3,0,0.0,False,L00704;L00684;L00713
Label_Propagation,Label_Propagation_307,2,0,0.0,False,L00953;L00691
Label_Propagation,Label_Propagation_308,2,0,0.0,False,L00702;L00694
Label_Propagation,Label_Propagation_309,3,0,0.0,False,L00698;L00967;L00822
Label_Propagation,Label_Propagation_310,2,0,0.0,False,L00912;L00699
Label_Propagation,Label_Propagation_311,2,0,0.0,False,L00997;L00711
Label_Propagation,Label_Propagation_312,1,0,0.0,False,L00719
Label_Propagation,Label_Propagation_313,1,0,0.0,False,L00728
Label_Propagation,Label_Propagation_314,2,0,0.0,False,L00734;L00848
Label_Propagation,Label_Propagation_315,2,0,0.0,False,L00768;L00741
Label_Propagation,Label_Propagation_316,1,0,0.0,False,L00750
Label_Propagation,Label_Propagation_317,1,0,0.0,False,L00775
Label_Propagation,Label_Propagation_318,1,0,0.0,False,L00777
Label_Propagation,Label_Propagation_319,1,0,0.0,False,L00792
Label_Propagation,Label_Propagation_320,1,0,0.0,False,L00794
Label_Propagation,Label_Propagation_321,2,0,0.0,False,L00889;L00797
Label_Propagation,Label_Propagation_322,2,0,0.0,False,L00801;L00884
Label_Propagation,Label_Propagation_323,3,0,0.0,False,L00870;L00821;L00888
Label_Propagation,Label_Propagation_324,1,0,0.0,False,L00823
Label_Propagation,Label_Propagation_325,1,0,0.0,False,L00854
Label_Propagation,Label_Propagation_326,1,0,0.0,False,L00865
Label_Propagation,Label_Propagation_327,1,0,0.0,False,L00882
Label_Propagation,Label_Propagation_328,1,0,0.0,False,L00916
Label_Propagation,Label_Propagation_329,1,0,0.0,False,L00928
Label_Propagation,Label_Propagation_330,1,0,0.0,False,L00930
Label_Propagation,Label_Propagation_331,1,0,0.0,False,L00937
Label_Propagation,Label_Propagation_332,1,0,0.0,False,L00938
Label_Propagation,Label_Propagation_333,1,0,0.0,False,L00984
Label_Propagation,Label_Propagation_334,1,0,0.0,False,L00985
Girvan_Newman,Girvan_Newman_001,9,6,0.6667,True,M00176;VACC_0467;M00036;M00106;M00071
Girvan_Newman,Girvan_Newman_002,10,6,0.6,False,M00107;M00177;VACC_0002;M00142;VACC_0491
Girvan_Newman,Girvan_Newman_003,10,6,0.6,False,VACC_0479;M00003;M00073;M00038;M00108
Girvan_Newman,Girvan_Newman_004,10,6,0.6,False,VACC_0008;M00074;VACC_0457;M00179;VACC_0007
Girvan_Newman,Girvan_Newman_005,25,6,0.24,False,VACC_0483;VACC_0021;M00040;VACC_0017;VACC_0018
Girvan_Newman,Girvan_Newman_006,24,6,0.25,False,VACC_0026;VACC_0027;M00041;VACC_0038;VACC_0041
Girvan_Newman,Girvan_Newman_007,13,6,0.4615,False,VACC_0044;VACC_0046;M00042;M00077;M00007
Girvan_Newman,Girvan_Newman_008,40,6,0.15,False,VACC_0076;VACC_0073;VACC_0078;VACC_0063;VACC_0057
Girvan_Newman,Girvan_Newman_009,8,6,0.75,True,M00079;M00149;VACC_0471;M00114;M00009
Girvan_Newman,Girvan_Newman_010,27,6,0.2222,False,VACC_0088;M00045;VACC_0090;VACC_0096;VACC_0095
Girvan_Newman,Girvan_Newman_011,13,6,0.4615,False,VACC_0105;VACC_0102;VACC_0493;VACC_0106;M00151
Girvan_Newman,Girvan_Newman_012,21,6,0.2857,False,VACC_0118;VACC_0119;VACC_0113;VACC_0112;VACC_0108
Girvan_Newman,Girvan_Newman_013,18,6,0.3333,False,M00188;VACC_0122;VACC_0127;M00083;VACC_0130
Girvan_Newman,Girvan_Newman_014,17,6,0.3529,False,VACC_0140;VACC_0142;M00049;M00154;M00189
Girvan_Newman,Girvan_Newman_015,9,6,0.6667,True,M00190;VACC_0474;VACC_0455;M00050;M00120
Girvan_Newman,Girvan_Newman_016,52,6,0.1154,False,VACC_0158;VACC_0150;VACC_0145;M00156;M00016
Girvan_Newman,Girvan_Newman_017,20,6,0.3,False,VACC_0190;M00052;VACC_0196;VACC_0189;M00192
Girvan_Newman,Girvan_Newman_018,29,6,0.2069,False,M00123;VACC_0212;VACC_0202;VACC_0218;VACC_0217
Girvan_Newman,Girvan_Newman_019,20,6,0.3,False,M00054;M00124;VACC_0229;VACC_0227;VACC_0488
Girvan_Newman,Girvan_Newman_020,11,6,0.5455,False,M00055;VACC_0460;VACC_0239;M00195;VACC_0238
Girvan_Newman,Girvan_Newman_021,40,6,0.15,False,VACC_0252;M00161;M00091;VACC_0244;VACC_0240
Girvan_Newman,Girvan_Newman_022,10,6,0.6,False,VACC_0273;M00092;M00162;M00197;M00057
Girvan_Newman,Girvan_Newman_023,14,6,0.4286,False,VACC_0276;VACC_0279;M00128;M00093;M00023
Girvan_Newman,Girvan_Newman_024,18,6,0.3333,False,VACC_0288;VACC_0286;M00024;VACC_0292;VACC_0495
Girvan_Newman,Girvan_Newman_025,11,6,0.5455,False,VACC_0293;VACC_0295;M00025;VACC_0472;VACC_0294
Girvan_Newman,Girvan_Newman_026,26,5,0.1923,False,VACC_0490;M00131;VACC_0299;VACC_0312;VACC_0306
Girvan_Newman,Girvan_Newman_027,33,5,0.1515,False,M00167;VACC_0336;VACC_0316;VACC_0322;VACC_0318
Girvan_Newman,Girvan_Newman_028,15,5,0.3333,False,M00028;VACC_0344;M00063;M00098;VACC_0341
Girvan_Newman,Girvan_Newman_029,10,5,0.5,False,VACC_0346;M00134;M00029;M00099;M00169
Girvan_Newman,Girvan_Newman_030,8,5,0.625,True,M00100;M00170;M00030;VACC_0351;VACC_0494
Girvan_Newman,Girvan_Newman_031,8,5,0.625,True,VACC_0353;M00066;VACC_0352;VACC_0354;M00136
Girvan_Newman,Girvan_Newman_032,25,5,0.2,False,VACC_0364;M00032;M00067;VACC_0372;VACC_0366
Girvan_Newman,Girvan_Newman_033,15,5,0.3333,False,M00068;M00033;VACC_0381;VACC_0376;M00103
Girvan_Newman,Girvan_Newman_034,34,5,0.1471,False,VACC_0384;VACC_0398;VACC_0400;VACC_0393;M00034
Girvan_Newman,Girvan_Newman_035,47,5,0.1064,False,VACC_0437;VACC_0416;VACC_0419;VACC_0440;VACC_0428
Girvan_Newman,Girvan_Newman_036,944,0,0.0,False,L00824;L00292;L00045;L00732;L00733
Girvan_Newman,Girvan_Newman_037,1,0,0.0,False,L00020
Girvan_Newman,Girvan_Newman_038,1,0,0.0,False,L00032
Girvan_Newman,Girvan_Newman_039,1,0,0.0,False,L00034
Girvan_Newman,Girvan_Newman_040,1,0,0.0,False,L00051
Girvan_Newman,Girvan_Newman_041,1,0,0.0,False,L00052
Girvan_Newman,Girvan_Newman_042,1,0,0.0,False,L00057
Girvan_Newman,Girvan_Newman_043,1,0,0.0,False,L00089
Girvan_Newman,Girvan_Newman_044,1,0,0.0,False,L00091
Girvan_Newman,Girvan_Newman_045,1,0,0.0,False,L00117
Girvan_Newman,Girvan_Newman_046,1,0,0.0,False,L00139
Girvan_Newman,Girvan_Newman_047,1,0,0.0,False,L00214
Girvan_Newman,Girvan_Newman_048,1,0,0.0,False,L00220
Girvan_Newman,Girvan_Newman_049,1,0,0.0,False,L00227
Girvan_Newman,Girvan_Newman_050,1,0,0.0,False,L00248
Girvan_Newman,Girvan_Newman_051,1,0,0.0,False,L00258
Girvan_Newman,Girvan_Newman_052,1,0,0.0,False,L00260
Girvan_Newman,Girvan_Newman_053,1,0,0.0,False,L00265
Girvan_Newman,Girvan_Newman_054,2,0,0.0,False,L00270;L00885
Girvan_Newman,Girvan_Newman_055,1,0,0.0,False,L00300
Girvan_Newman,Girvan_Newman_056,1,0,0.0,False,L00329
Girvan_Newman,Girvan_Newman_057,1,0,0.0,False,L00397
Girvan_Newman,Girvan_Newman_058,1,0,0.0,False,L00423
Girvan_Newman,Girvan_Newman_059,1,0,0.0,False,L00431
Girvan_Newman,Girvan_Newman_060,1,0,0.0,False,L00441
Girvan_Newman,Girvan_Newman_061,1,0,0.0,False,L00454
Girvan_Newman,Girvan_Newman_062,1,0,0.0,False,L00459
Girvan_Newman,Girvan_Newman_063,1,0,0.0,False,L00464
Girvan_Newman,Girvan_Newman_064,1,0,0.0,False,L00509
Girvan_Newman,Girvan_Newman_065,1,0,0.0,False,L00559
Girvan_Newman,Girvan_Newman_066,1,0,0.0,False,L00561
Girvan_Newman,Girvan_Newman_067,1,0,0.0,False,L00571
Girvan_Newman,Girvan_Newman_068,1,0,0.0,False,L00575
Girvan_Newman,Girvan_Newman_069,1,0,0.0,False,L00579
Girvan_Newman,Girvan_Newman_070,1,0,0.0,False,L00585
Girvan_Newman,Girvan_Newman_071,1,0,0.0,False,L00629
Girvan_Newman,Girvan_Newman_072,1,0,0.0,False,L00646
Girvan_Newman,Girvan_Newman_073,1,0,0.0,False,L00663
Girvan_Newman,Girvan_Newman_074,1,0,0.0,False,L00719
Girvan_Newman,Girvan_Newman_075,1,0,0.0,False,L00728
Girvan_Newman,Girvan_Newman_076,1,0,0.0,False,L00750
Girvan_Newman,Girvan_Newman_077,1,0,0.0,False,L00775
Girvan_Newman,Girvan_Newman_078,1,0,0.0,False,L00777
Girvan_Newman,Girvan_Newman_079,1,0,0.0,False,L00792
Girvan_Newman,Girvan_Newman_080,1,0,0.0,False,L00794
Girvan_Newman,Girvan_Newman_081,1,0,0.0,False,L00823
Girvan_Newman,Girvan_Newman_082,1,0,0.0,False,L00854
Girvan_Newman,Girvan_Newman_083,1,0,0.0,False,L00865
Girvan_Newman,Girvan_Newman_084,1,0,0.0,False,L00882
Girvan_Newman,Girvan_Newman_085,1,0,0.0,False,L00916
Girvan_Newman,Girvan_Newman_086,1,0,0.0,False,L00928
Girvan_Newman,Girvan_Newman_087,1,0,0.0,False,L00930
Girvan_Newman,Girvan_Newman_088,1,0,0.0,False,L00937
Girvan_Newman,Girvan_Newman_089,1,0,0.0,False,L00938
Girvan_Newman,Girvan_Newman_090,1,0,0.0,False,L00984
Girvan_Newman,Girvan_Newman_091,1,0,0.0,False,L00985
