cell_id,city,lat_min,lat_max,lon_min,lon_max,center_lat,center_lon,is_syndicate_hub,atm_count,dist_hub_km,dist_atm_km,is_urban,hist_withdrawal_count_30d,hist_withdrawal_amount_30d,hist_unique_cases,avg_withdrawal_amount,weekend_ratio,peak_hour,city_complaints,historical_withdrawal_count,historical_withdrawal_amount,recent_7d_count,is_high_risk,nearest_atms,model_probability,dbscan_cluster_weight,historical_density,final_score
CELL_0216,Kochi,9.94,9.96,76.24,76.26,9.95,76.25,0,0,366.54,1.14,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_148', 'ATM_149', 'ATM_150']",0.0017,0.6846,0.0,0.2062
CELL_0051,Bengaluru,13.0,13.02,77.62,77.64,13.01,77.63,1,0,5.74,1.25,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_063', 'ATM_055']",0.0101,0.6613,0.0,0.2034
CELL_0376,Mumbai,19.14,19.16,72.88,72.9,19.15,72.89,0,0,622.65,1.19,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_125', 'ATM_127', 'ATM_129']",0.0005,0.6745,0.0,0.2026
CELL_0116,Gurugram,28.42,28.44,77.0,77.02,28.43,77.01,1,0,3.66,1.36,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_008', 'ATM_010', 'ATM_015']",0.0194,0.636,0.0,0.2005
CELL_0121,Gurugram,28.44,28.46,76.98,77.0,28.45,76.99,1,0,3.73,1.26,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_012', 'ATM_010', 'ATM_007']",0.021,0.6286,0.0,0.1991
CELL_0195,Jamtara,23.9,23.92,86.8,86.82,23.91,86.81,1,0,5.88,1.33,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_038', 'ATM_032', 'ATM_031']",0.0124,0.6425,0.0,0.1989
CELL_0130,Gurugram,28.46,28.48,77.04,77.06,28.47,77.05,1,0,2.57,1.4,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_002', 'ATM_001', 'ATM_005']",0.019,0.6261,0.0,0.1973
CELL_0189,Hyderabad,17.44,17.46,78.48,78.5,17.45,78.49,1,0,7.24,1.39,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_079', 'ATM_083', 'ATM_082']",0.017,0.6285,0.0,0.197
CELL_0021,Bengaluru,12.94,12.96,77.56,77.58,12.95,77.57,1,0,3.59,1.32,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_064', 'ATM_069', 'ATM_059']",0.0096,0.6396,0.0,0.1967
CELL_0180,Hyderabad,17.42,17.44,78.44,78.46,17.43,78.45,1,0,6.34,1.42,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_083']",0.0167,0.6249,0.0,0.1958
CELL_0403,Nellore,14.44,14.46,79.98,80.0,14.45,79.99,1,0,0.91,1.91,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_110', 'ATM_117', 'ATM_116']",0.0203,0.6185,0.0,0.1957
CELL_0362,Mumbai,19.1,19.12,72.84,72.86,19.11,72.85,0,0,625.34,1.31,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_133', 'ATM_125']",0.0005,0.6461,0.0,0.1941
CELL_0350,Mumbai,19.06,19.08,72.84,72.86,19.07,72.85,0,0,624.06,1.31,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_124', 'ATM_133', 'ATM_121']",0.0005,0.646,0.0,0.194
CELL_0023,Bengaluru,12.94,12.96,77.6,77.62,12.95,77.61,1,0,2.92,1.38,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_067', 'ATM_058', 'ATM_069']",0.0092,0.6315,0.0,0.194
CELL_0142,Gurugram,28.5,28.52,77.04,77.06,28.51,77.05,1,0,6.06,1.48,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_004', 'ATM_011', 'ATM_002']",0.0175,0.6098,0.0,0.1917
CELL_0166,Hyderabad,17.38,17.4,78.44,78.46,17.39,78.45,1,0,3.93,1.55,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_078', 'ATM_085', 'ATM_082']",0.0153,0.6054,0.0,0.1893
CELL_0154,Hyderabad,17.34,17.36,78.48,78.5,17.35,78.49,1,0,3.91,1.54,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_077', 'ATM_072', 'ATM_080']",0.0154,0.6003,0.0,0.1878
CELL_0235,Kolar,13.14,13.16,78.12,78.14,13.15,78.13,1,0,1.61,1.34,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_104', 'ATM_107', 'ATM_101']",0.0105,0.6056,0.0,0.1869
CELL_0016,Bengaluru,12.92,12.94,77.64,77.66,12.93,77.65,1,0,7.58,1.49,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_067', 'ATM_057']",0.0082,0.6075,0.0,0.1863
CELL_0073,Chennai,13.06,13.08,80.22,80.24,13.07,80.23,1,0,4.63,1.24,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_095', 'ATM_097', 'ATM_086']",0.0077,0.6005,0.0,0.184
CELL_0201,Jamtara,23.94,23.96,86.76,86.78,23.95,86.77,1,0,3.62,1.51,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_032', 'ATM_040', 'ATM_035']",0.0109,0.5944,0.0,0.1838
CELL_0397,Nellore,14.42,14.44,79.96,79.98,14.43,79.97,1,0,2.26,1.55,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_117', 'ATM_114', 'ATM_110']",0.0266,0.5676,0.0,0.1836
CELL_0151,Hyderabad,17.34,17.36,78.42,78.44,17.35,78.43,1,0,7.17,1.62,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_074', 'ATM_085', 'ATM_078']",0.0142,0.5844,0.0,0.1824
CELL_0273,Kolkata,22.6,22.62,88.34,88.36,22.61,88.35,0,0,218.14,1.55,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_142', 'ATM_136']",0.0053,0.5961,0.0,0.1815
CELL_0278,Kolkata,22.62,22.64,88.32,88.34,22.63,88.33,0,0,215.12,1.44,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_134', 'ATM_142', 'ATM_136']",0.0058,0.5918,0.0,0.1804
CELL_0347,Mumbai,19.04,19.06,72.9,72.92,19.05,72.91,0,1,617.38,0.3,1,2,19500.0,1,9750.0,0.0,22,41,4,36000.0,2,0,['ATM_120'],0.0619,0.487,0.0163,0.1803
CELL_0320,Mumbai,18.96,18.98,72.84,72.86,18.97,72.85,0,0,620.98,1.53,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0004,0.5998,0.0,0.1801
CELL_0313,Mumbai,18.94,18.96,72.82,72.84,18.95,72.83,0,0,622.41,1.54,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0004,0.5993,0.0,0.18
CELL_0232,Kolar,13.12,13.14,78.18,78.2,13.13,78.19,1,0,6.26,1.61,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_106', 'ATM_108']",0.0083,0.5851,0.0,0.1797
CELL_0267,Kolkata,22.58,22.6,88.34,88.36,22.59,88.35,0,0,219.69,1.35,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_137']",0.0061,0.5877,0.0,0.1794
CELL_0048,Bengaluru,13.0,13.02,77.56,77.58,13.01,77.57,1,0,5.03,1.53,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_061', 'ATM_070', 'ATM_062']",0.0081,0.5826,0.0,0.1788
CELL_0174,Hyderabad,17.4,17.42,78.46,78.48,17.41,78.47,1,0,3.3,1.68,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_075']",0.0139,0.5698,0.0,0.1779
CELL_0100,Coimbatore,11.0,11.02,76.92,76.94,11.01,76.93,0,0,229.79,1.54,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_146', 'ATM_145', 'ATM_144']",0.0065,0.5802,0.0,0.1773
CELL_0126,Gurugram,28.46,28.48,76.96,76.98,28.47,76.97,1,0,5.65,1.17,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_007', 'ATM_012', 'ATM_010']",0.0222,0.5506,0.0,0.1763
CELL_0087,Chennai,13.08,13.1,80.34,80.36,13.09,80.35,1,0,8.63,1.67,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_090', 'ATM_089', 'ATM_088']",0.0054,0.5734,0.0,0.1747
CELL_0173,Hyderabad,17.4,17.42,78.44,78.46,17.41,78.45,1,0,4.78,1.74,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_085']",0.0131,0.5599,0.0,0.1745
CELL_0319,Mumbai,18.96,18.98,72.82,72.84,18.97,72.83,0,0,623.01,1.65,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0004,0.5779,0.0,0.1736
CELL_0137,Gurugram,28.48,28.5,77.06,77.08,28.49,77.07,1,0,5.43,1.79,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_002', 'ATM_004', 'ATM_011']",0.0138,0.5496,0.0,0.1718
CELL_0005,Bengaluru,12.9,12.92,77.6,77.62,12.91,77.61,1,0,7.05,1.76,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_056', 'ATM_066', 'ATM_067']",0.0067,0.5598,0.0,0.1713
CELL_0200,Jamtara,23.92,23.94,86.82,86.84,23.93,86.83,1,0,4.54,1.76,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_038', 'ATM_037', 'ATM_034']",0.009,0.5551,0.0,0.171
CELL_0145,Hyderabad,17.32,17.34,78.44,78.46,17.33,78.45,1,0,7.25,1.81,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_074', 'ATM_072', 'ATM_085']",0.0122,0.5465,0.0,0.17
CELL_0024,Bengaluru,12.94,12.96,77.62,77.64,12.95,77.63,1,0,4.53,1.77,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_067', 'ATM_058']",0.0067,0.555,0.0,0.1698
CELL_0269,Kolkata,22.58,22.6,88.38,88.4,22.59,88.39,0,0,222.64,1.76,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_141', 'ATM_137', 'ATM_135']",0.0043,0.5559,0.0,0.1689
CELL_0162,Hyderabad,17.36,17.38,78.5,78.52,17.37,78.51,1,0,2.98,1.81,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_081', 'ATM_077', 'ATM_080']",0.0125,0.5399,0.0,0.1682
CELL_0183,Hyderabad,17.42,17.44,78.5,78.52,17.43,78.51,1,0,5.58,1.85,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_079', 'ATM_083', 'ATM_075']",0.012,0.5403,0.0,0.1681
CELL_0257,Kolkata,22.54,22.56,88.38,88.4,22.55,88.39,0,0,225.73,1.46,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_138', 'ATM_135', 'ATM_141']",0.0054,0.5508,0.0,0.1679
CELL_0177,Hyderabad,17.4,17.42,78.52,78.54,17.41,78.53,1,0,5.37,1.85,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_084', 'ATM_071', 'ATM_073']",0.012,0.5394,0.0,0.1678
CELL_0268,Kolkata,22.58,22.6,88.36,88.38,22.59,88.37,0,0,221.16,1.79,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_141', 'ATM_140']",0.0043,0.5503,0.0,0.1672
CELL_0075,Chennai,13.06,13.08,80.26,80.28,13.07,80.27,1,0,1.41,1.45,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_099', 'ATM_087', 'ATM_098']",0.0067,0.5445,0.0,0.1667
CELL_0111,Gurugram,28.4,28.42,77.02,77.04,28.41,77.03,1,0,5.51,1.88,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_008', 'ATM_014', 'ATM_009']",0.0128,0.534,0.0,0.1666
CELL_0196,Jamtara,23.9,23.92,86.82,86.84,23.91,86.83,1,0,6.45,1.84,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_038', 'ATM_037', 'ATM_034']",0.0083,0.5401,0.0,0.1662
CELL_0104,Coimbatore,11.02,11.04,76.92,76.94,11.03,76.93,0,0,227.67,1.39,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_145', 'ATM_146', 'ATM_144']",0.0074,0.5404,0.0,0.1658
CELL_0271,Kolkata,22.6,22.62,88.3,88.32,22.61,88.31,0,0,215.2,1.44,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_136', 'ATM_134', 'ATM_142']",0.0058,0.5419,0.0,0.1655
CELL_0148,Hyderabad,17.32,17.34,78.5,78.52,17.33,78.51,1,0,6.6,1.89,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_072', 'ATM_080', 'ATM_081']",0.0115,0.5326,0.0,0.1655
CELL_0239,Kolar,13.14,13.16,78.2,78.22,13.15,78.21,1,0,8.54,1.84,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_106', 'ATM_102']",0.0068,0.5397,0.0,0.1653
CELL_0141,Gurugram,28.5,28.52,77.02,77.04,28.51,77.03,1,0,5.63,1.91,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_011', 'ATM_004', 'ATM_001']",0.0125,0.5297,0.0,0.1652
CELL_0074,Chennai,13.06,13.08,80.24,80.26,13.07,80.25,1,0,2.65,1.38,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_086', 'ATM_097', 'ATM_095']",0.007,0.5376,0.0,0.1648
CELL_0103,Coimbatore,11.0,11.02,76.98,77.0,11.01,76.99,0,0,227.82,1.71,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_147', 'ATM_144', 'ATM_146']",0.0058,0.5395,0.0,0.1648
CELL_0408,Nellore,14.46,14.48,79.98,80.0,14.47,79.99,1,0,3.07,1.98,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_118', 'ATM_117', 'ATM_114']",0.019,0.5155,0.0,0.1642
CELL_0358,Mumbai,19.08,19.1,72.88,72.9,19.09,72.89,0,0,620.68,1.65,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_130', 'ATM_122', 'ATM_120']",0.0004,0.5416,0.0,0.1627
CELL_0406,Nellore,14.46,14.48,79.94,79.96,14.47,79.95,1,0,4.97,1.59,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_112', 'ATM_111', 'ATM_114']",0.0254,0.496,0.0,0.1615
CELL_0040,Bengaluru,12.98,13.0,77.58,77.6,12.99,77.59,1,0,2.11,1.15,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_055', 'ATM_065', 'ATM_061']",0.0111,0.5181,0.0,0.161
CELL_0078,Chennai,13.06,13.08,80.32,80.34,13.07,80.33,1,0,6.58,1.92,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_090', 'ATM_089', 'ATM_096']",0.0045,0.5268,0.0,0.1603
CELL_0343,Mumbai,19.04,19.06,72.82,72.84,19.05,72.83,0,0,625.45,1.9,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_133', 'ATM_124', 'ATM_123']",0.0003,0.5304,0.0,0.1593
CELL_0365,Mumbai,19.1,19.12,72.9,72.92,19.11,72.91,0,0,619.32,1.76,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_122', 'ATM_130', 'ATM_125']",0.0003,0.5305,0.0,0.1593
CELL_0410,Nellore,14.48,14.5,79.92,79.94,14.49,79.93,1,0,8.05,2.07,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_111', 'ATM_112', 'ATM_114']",0.0172,0.5015,0.0,0.159
CELL_0409,Nellore,14.46,14.48,80.0,80.02,14.47,80.01,1,0,3.96,2.08,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_118', 'ATM_113', 'ATM_110']",0.0175,0.5001,0.0,0.1588
CELL_0140,Gurugram,28.5,28.52,77.0,77.02,28.51,77.01,1,0,5.85,2.02,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_011', 'ATM_004', 'ATM_001']",0.0115,0.5095,0.0,0.1586
CELL_0283,Kolkata,22.64,22.66,88.3,88.32,22.65,88.31,0,0,212.1,1.97,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_143', 'ATM_134', 'ATM_142']",0.0039,0.5186,0.0,0.1575
CELL_0098,Coimbatore,10.98,11.0,76.96,76.98,10.99,76.97,0,0,230.58,1.56,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_147', 'ATM_144', 'ATM_146']",0.0064,0.5136,0.0,0.1573
CELL_0182,Hyderabad,17.42,17.44,78.48,78.5,17.43,78.49,1,0,5.02,1.89,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_083', 'ATM_079', 'ATM_075']",0.0117,0.5024,0.0,0.1566
CELL_0276,Kolkata,22.62,22.64,88.28,88.3,22.63,88.29,0,0,212.18,1.99,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_143', 'ATM_134', 'ATM_136']",0.0039,0.5156,0.0,0.1566
CELL_0156,Hyderabad,17.34,17.36,78.52,78.54,17.35,78.53,1,0,6.02,1.97,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_081', 'ATM_080', 'ATM_077']",0.0109,0.5036,0.0,0.1565
CELL_0124,Gurugram,28.44,28.46,77.04,77.06,28.45,77.05,1,0,2.52,1.03,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_005', 'ATM_013', 'ATM_009']",0.0252,0.4798,0.0,0.1565
CELL_0338,Mumbai,19.02,19.04,72.84,72.86,19.03,72.85,0,0,622.81,1.45,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_123', 'ATM_131']",0.0004,0.5163,0.0,0.1551
CELL_0015,Bengaluru,12.92,12.94,77.62,77.64,12.93,77.63,1,0,6.01,2.05,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_067', 'ATM_066']",0.0054,0.5047,0.0,0.1541
CELL_0159,Hyderabad,17.36,17.38,78.44,78.46,17.37,78.45,1,0,4.24,1.55,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_085', 'ATM_074', 'ATM_078']",0.0153,0.4877,0.0,0.154
CELL_0185,Hyderabad,17.42,17.44,78.54,78.56,17.43,78.55,1,0,8.38,2.1,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_084', 'ATM_071', 'ATM_079']",0.0097,0.497,0.0,0.1539
CELL_0342,Mumbai,19.02,19.04,72.92,72.94,19.03,72.93,0,0,614.74,2.03,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_120', 'ATM_131']",0.0003,0.5083,0.0,0.1526
CELL_0351,Mumbai,19.06,19.08,72.86,72.88,19.07,72.87,0,0,622.05,2.07,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_124', 'ATM_121', 'ATM_131']",0.0003,0.5017,0.0,0.1507
CELL_0120,Gurugram,28.44,28.46,76.96,76.98,28.45,76.97,1,0,5.63,2.0,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_007', 'ATM_012', 'ATM_010']",0.0117,0.4822,0.0,0.1505
CELL_0089,Chennai,13.1,13.12,80.22,80.24,13.11,80.23,1,0,5.35,2.11,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_091', 'ATM_097', 'ATM_094']",0.0039,0.4943,0.0,0.1502
CELL_0412,Nellore,14.48,14.5,79.96,79.98,14.49,79.97,1,0,5.56,2.25,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_111', 'ATM_118', 'ATM_112']",0.0152,0.4735,0.0,0.1496
CELL_0369,Mumbai,19.12,19.14,72.86,72.88,19.13,72.87,0,0,623.99,2.09,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_127']",0.0003,0.4982,0.0,0.1496
CELL_0371,Mumbai,19.12,19.14,72.9,72.92,19.13,72.91,0,0,619.98,2.14,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_125', 'ATM_127', 'ATM_122']",0.0003,0.4893,0.0,0.1469
CELL_0394,Nellore,14.4,14.42,80.0,80.02,14.41,80.01,1,0,4.42,2.3,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_115', 'ATM_119', 'ATM_113']",0.0147,0.4636,0.0,0.1464
CELL_0340,Mumbai,19.02,19.04,72.88,72.9,19.03,72.89,0,0,618.77,2.07,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_131', 'ATM_126', 'ATM_123']",0.0003,0.484,0.0,0.1454
CELL_0041,Bengaluru,12.98,13.0,77.6,77.62,12.99,77.61,1,0,2.64,2.23,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_055', 'ATM_058']",0.0047,0.4751,0.0,0.1449
CELL_0128,Gurugram,28.46,28.48,77.0,77.02,28.47,77.01,1,0,2.0,1.31,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_001', 'ATM_012', 'ATM_003']",0.0204,0.448,0.0,0.1446
CELL_0392,Nellore,14.4,14.42,79.96,79.98,14.41,79.97,1,0,4.04,2.35,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_119', 'ATM_116', 'ATM_110']",0.0142,0.4575,0.0,0.1444
CELL_0144,Hyderabad,17.32,17.34,78.42,78.44,17.33,78.43,1,0,8.58,2.3,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_074', 'ATM_085', 'ATM_072']",0.0083,0.4653,0.0,0.1437
CELL_0220,Kochi,9.96,9.98,76.26,76.28,9.97,76.27,0,0,363.63,1.98,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_149', 'ATM_150', 'ATM_148']",0.0009,0.4773,0.0,0.1436
CELL_0305,Mewat,28.12,28.14,76.98,77.0,28.13,76.99,1,0,2.39,1.17,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_044', 'ATM_049', 'ATM_054']",0.012,0.4585,0.0,0.1436
CELL_0043,Bengaluru,12.98,13.0,77.64,77.66,12.99,77.65,1,0,6.34,1.59,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_057', 'ATM_060']",0.0077,0.4631,0.0,0.1428
CELL_0260,Kolkata,22.56,22.58,88.32,88.34,22.57,88.33,0,0,219.79,1.98,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_135']",0.0037,0.4697,0.0,0.1428
CELL_0233,Kolar,13.12,13.14,78.2,78.22,13.13,78.21,1,0,8.42,2.31,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_106', 'ATM_102']",0.0047,0.4624,0.0,0.1411
CELL_0363,Mumbai,19.1,19.12,72.86,72.88,19.11,72.87,0,0,623.33,2.27,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_130']",0.0002,0.4689,0.0,0.1408
CELL_0114,Gurugram,28.42,28.44,76.96,76.98,28.43,76.97,1,0,6.43,2.38,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_010', 'ATM_007', 'ATM_012']",0.0086,0.4525,0.0,0.14
CELL_0335,Mumbai,19.0,19.02,72.9,72.92,19.01,72.91,0,0,616.13,2.29,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_120', 'ATM_131']",0.0002,0.4658,0.0,0.1398
CELL_0171,Hyderabad,17.38,17.4,78.54,78.56,17.39,78.55,1,0,6.74,2.29,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_071', 'ATM_084', 'ATM_073']",0.0084,0.4517,0.0,0.1397
CELL_0255,Kolkata,22.54,22.56,88.34,88.36,22.55,88.35,0,0,222.82,2.14,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_135', 'ATM_140', 'ATM_138']",0.0032,0.4583,0.0,0.1391
CELL_0042,Bengaluru,12.98,13.0,77.62,77.64,12.99,77.63,1,0,4.35,2.36,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_063', 'ATM_058']",0.0042,0.4546,0.0,0.1385
CELL_0109,Gurugram,28.4,28.42,76.98,77.0,28.41,76.99,1,0,6.57,2.43,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_008', 'ATM_010', 'ATM_015']",0.0083,0.4445,0.0,0.1375
CELL_0146,Hyderabad,17.32,17.34,78.46,78.48,17.33,78.47,1,0,6.37,2.43,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_072', 'ATM_074', 'ATM_080']",0.0076,0.4446,0.0,0.1372
CELL_0020,Bengaluru,12.94,12.96,77.54,77.56,12.95,77.55,1,0,5.4,2.41,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_059', 'ATM_064', 'ATM_069']",0.0041,0.4479,0.0,0.1364
CELL_0214,Kochi,9.92,9.94,76.26,76.28,9.93,76.27,0,0,367.72,2.38,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_148', 'ATM_149', 'ATM_150']",0.0006,0.4526,0.0,0.1361
CELL_0389,Nellore,14.38,14.4,80.0,80.02,14.39,80.01,1,0,6.37,2.52,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_119', 'ATM_115', 'ATM_116']",0.0123,0.4315,0.0,0.1356
CELL_0221,Kochi,9.96,9.98,76.28,76.3,9.97,76.29,0,0,362.77,2.3,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_150', 'ATM_149', 'ATM_148']",0.0007,0.45,0.0,0.1354
CELL_0045,Bengaluru,12.98,13.0,77.68,77.7,12.99,77.69,1,0,10.54,2.57,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_057', 'ATM_063', 'ATM_068']",0.0035,0.4451,0.0,0.1353
CELL_0250,Kolkata,22.52,22.54,88.36,88.38,22.53,88.37,0,0,225.84,1.82,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_138', 'ATM_135', 'ATM_141']",0.0041,0.4418,0.0,0.1346
