txn_id,sender_id,receiver_id,amount,timestamp,channel,is_fraud,victim_id,txn_hour
TXN_01226,VACC_0220,M00123,50000,2026-06-12 03:19:00,UPI,1,VIC_0220,3
TXN_03744,L00602,L00024,12594,2026-06-12 03:33:07,UPI,0,,3
TXN_04343,L00667,L00010,2340,2026-06-12 03:33:37,UPI,0,,3
TXN_01985,VACC_0361,M00032,50500,2026-06-12 03:43:00,UPI,1,VIC_0361,3
TXN_00344,VACC_0068,M00113,50500,2026-06-12 03:53:00,UPI,1,VIC_0068,3
TXN_00493,VACC_0095,M00150,10999,2026-06-12 04:00:00,UPI,1,VIC_0095,4
TXN_01128,VACC_0204,M00088,40500,2026-06-12 04:00:00,IMPS,1,VIC_0204,4
TXN_03753,L00401,L00391,1850,2026-06-12 04:03:35,IMPS,0,,4
TXN_01227,VACC_0220,M00053,26000,2026-06-12 04:10:00,UPI,1,VIC_0220,4
TXN_01986,VACC_0361,M00137,25000,2026-06-12 04:15:00,UPI,1,VIC_0361,4
TXN_04515,L00010,L00704,1888,2026-06-12 04:18:47,UPI,0,,4
TXN_03268,M00002,M00037,50000,2026-06-12 04:35:00,IMPS,1,,4
TXN_02331,VACC_0419,M00140,51000,2026-06-12 04:44:00,UPI,1,VIC_0419,4
TXN_00229,VACC_0046,M00147,50500,2026-06-12 05:47:00,UPI,1,VIC_0046,5
TXN_02996,M00141,M00036,35000,2026-06-12 05:49:00,UPI,1,,5
TXN_03394,M00186,M00011,60000,2026-06-12 06:02:00,UPI,1,,6
TXN_04072,L00490,L00036,6658,2026-06-12 06:02:26,UPI,0,,6
TXN_03247,M00047,M00117,25000,2026-06-12 06:17:00,IMPS,1,,6
TXN_01129,VACC_0204,M00053,101000,2026-06-12 06:31:00,UPI,1,VIC_0204,6
TXN_00494,VACC_0095,M00010,50500,2026-06-12 06:53:00,UPI,1,VIC_0095,6
TXN_00230,VACC_0046,M00007,21000,2026-06-12 07:00:00,UPI,1,VIC_0046,7
TXN_01987,VACC_0361,M00067,95000,2026-06-12 07:00:00,IMPS,1,VIC_0361,7
TXN_00888,VACC_0164,M00121,75999,2026-06-12 07:19:00,IMPS,1,VIC_0164,7
TXN_02332,VACC_0419,M00105,95999,2026-06-12 07:27:00,UPI,1,VIC_0419,7
TXN_01988,VACC_0361,M00102,25000,2026-06-12 07:41:00,IMPS,1,VIC_0361,7
TXN_01989,VACC_0361,M00067,75000,2026-06-12 07:47:00,UPI,1,VIC_0361,7
TXN_01990,VACC_0361,M00172,95000,2026-06-12 08:19:00,UPI,1,VIC_0361,8
TXN_01130,VACC_0204,M00123,41000,2026-06-12 08:25:00,UPI,1,VIC_0204,8
TXN_01991,VACC_0361,M00067,100999,2026-06-12 08:39:00,IMPS,1,VIC_0361,8
TXN_02333,VACC_0419,M00140,95999,2026-06-12 09:03:00,NEFT,1,VIC_0419,9
TXN_00495,VACC_0095,M00045,76000,2026-06-12 09:44:00,IMPS,1,VIC_0095,9
TXN_00889,VACC_0164,M00121,10999,2026-06-12 09:55:00,UPI,1,VIC_0164,9
TXN_02334,VACC_0419,M00140,15000,2026-06-12 09:59:00,UPI,1,VIC_0419,9
TXN_00496,VACC_0095,M00010,20999,2026-06-12 10:13:00,UPI,1,VIC_0095,10
TXN_01992,VACC_0361,M00032,75500,2026-06-12 10:56:00,UPI,1,VIC_0361,10
TXN_00890,VACC_0164,M00051,40000,2026-06-12 11:53:00,UPI,1,VIC_0164,11
TXN_02335,VACC_0419,M00175,50999,2026-06-12 12:21:00,UPI,1,VIC_0419,12
TXN_00497,VACC_0095,M00010,76000,2026-06-12 12:50:00,IMPS,1,VIC_0095,12
TXN_03364,M00075,M00145,25000,2026-06-12 14:14:00,UPI,1,,14
TXN_02336,VACC_0419,M00175,10999,2026-06-12 15:03:00,IMPS,1,VIC_0419,15
TXN_03729,L00874,L00572,3165,2026-06-12 15:05:00,UPI,0,,15
TXN_04006,L00479,L00319,917,2026-06-12 15:20:36,IMPS,0,,15
TXN_00498,VACC_0095,M00150,101000,2026-06-12 15:34:00,UPI,1,VIC_0095,15
TXN_02337,VACC_0419,M00070,26000,2026-06-12 15:47:00,IMPS,1,VIC_0419,15
TXN_04057,L00128,L00395,2253,2026-06-12 15:53:41,UPI,0,,15
TXN_02338,VACC_0419,M00140,20999,2026-06-12 16:00:00,NEFT,1,VIC_0419,16
TXN_02339,VACC_0419,M00175,10500,2026-06-12 16:20:00,IMPS,1,VIC_0419,16
TXN_00330,VACC_0065,M00113,16000,2026-06-12 16:43:00,IMPS,1,VIC_0065,16
TXN_03750,L00819,L00618,625,2026-06-12 16:55:33,NEFT,0,,16
TXN_00331,VACC_0065,M00078,41000,2026-06-12 16:57:00,UPI,1,VIC_0065,16
TXN_01434,VACC_0262,M00126,15000,2026-06-12 17:17:00,NEFT,1,VIC_0262,17
TXN_01435,VACC_0262,M00021,40999,2026-06-12 17:31:00,IMPS,1,VIC_0262,17
TXN_00499,VACC_0095,M00185,75000,2026-06-12 17:33:00,UPI,1,VIC_0095,17
TXN_04439,L00523,L00215,1213,2026-06-12 17:38:17,UPI,0,,17
TXN_03872,L00080,L00688,10341,2026-06-12 17:47:32,UPI,0,,17
TXN_03090,M00069,M00104,50000,2026-06-12 18:08:00,IMPS,1,,18
TXN_00297,VACC_0060,M00043,75500,2026-06-12 18:09:00,UPI,1,VIC_0060,18
TXN_02020,VACC_0366,M00137,75999,2026-06-12 18:24:00,UPI,1,VIC_0366,18
TXN_03137,M00197,M00127,50000,2026-06-12 18:41:00,IMPS,1,,18
TXN_01436,VACC_0262,M00021,15999,2026-06-12 18:55:00,IMPS,1,VIC_0262,18
TXN_01437,VACC_0262,M00056,11000,2026-06-12 19:02:00,UPI,1,VIC_0262,19
TXN_02021,VACC_0366,M00102,11000,2026-06-12 19:02:00,UPI,1,VIC_0366,19
TXN_04265,L00377,L00131,1823,2026-06-12 19:04:16,UPI,0,,19
TXN_01438,VACC_0262,M00196,40999,2026-06-12 19:18:00,UPI,1,VIC_0262,19
TXN_03962,L00082,L00062,42637,2026-06-12 19:23:25,IMPS,0,,19
TXN_02802,M00013,M00153,50000,2026-06-12 19:29:00,UPI,1,,19
TXN_03366,M00157,M00122,60000,2026-06-12 19:50:00,IMPS,1,,19
TXN_00332,VACC_0065,M00183,96000,2026-06-12 19:56:00,UPI,1,VIC_0065,19
TXN_02935,M00145,M00110,25000,2026-06-12 20:01:00,IMPS,1,,20
TXN_03186,M00063,M00098,60000,2026-06-12 20:06:00,UPI,1,,20
TXN_00298,VACC_0060,M00078,95500,2026-06-12 20:10:00,UPI,1,VIC_0060,20
TXN_00333,VACC_0065,M00183,16000,2026-06-12 20:20:00,IMPS,1,VIC_0065,20
TXN_02022,VACC_0366,M00137,75000,2026-06-12 20:33:00,UPI,1,VIC_0366,20
TXN_02801,M00027,M00062,60000,2026-06-12 21:19:00,IMPS,1,,21
TXN_00625,VACC_0118,M00012,95500,2026-06-12 21:20:00,IMPS,1,VIC_0118,21
TXN_03678,L00453,L00240,2326,2026-06-12 21:25:09,UPI,0,,21
TXN_00626,VACC_0118,M00047,95000,2026-06-12 21:27:00,NEFT,1,VIC_0118,21
TXN_01439,VACC_0262,M00091,40500,2026-06-12 21:28:00,UPI,1,VIC_0262,21
TXN_00334,VACC_0065,M00008,40999,2026-06-12 21:57:00,NEFT,1,VIC_0065,21
TXN_02570,VACC_0459,M00049,75999,2026-06-12 21:59:00,UPI,1,VIC_0459,21
TXN_03840,L00785,L00799,12142,2026-06-12 22:12:17,UPI,0,,22
TXN_01416,VACC_0257,M00161,96000,2026-06-12 22:13:00,UPI,1,VIC_0257,22
TXN_01440,VACC_0262,M00126,40500,2026-06-12 22:15:00,IMPS,1,VIC_0262,22
TXN_04037,L00291,L00385,1596,2026-06-12 22:21:02,UPI,0,,22
TXN_03371,M00119,M00189,50000,2026-06-12 22:22:00,IMPS,1,,22
TXN_01441,VACC_0262,M00091,100500,2026-06-12 22:29:00,UPI,1,VIC_0262,22
TXN_04018,L00369,L00408,2033,2026-06-12 22:43:40,UPI,0,,22
TXN_01442,VACC_0262,M00196,95000,2026-06-12 22:48:00,IMPS,1,VIC_0262,22
TXN_01443,VACC_0262,M00091,95000,2026-06-12 22:56:00,NEFT,1,VIC_0262,22
TXN_00299,VACC_0060,M00078,15999,2026-06-12 22:57:00,UPI,1,VIC_0060,22
TXN_02023,VACC_0366,M00067,10500,2026-06-12 23:01:00,UPI,1,VIC_0366,23
TXN_02621,VACC_0468,M00172,41000,2026-06-12 23:08:00,UPI,1,VIC_0468,23
TXN_03796,L00470,L00283,2251,2026-06-12 23:47:48,NEFT,0,,23
TXN_02571,VACC_0459,M00154,40000,2026-06-12 23:52:00,UPI,1,VIC_0459,23
TXN_03939,L00398,L00695,2069,2026-06-12 23:52:27,NEFT,0,,23
TXN_02271,VACC_0408,M00139,40000,2026-06-13 00:15:00,UPI,1,VIC_0408,0
TXN_04454,L00267,L00391,12028,2026-06-13 00:19:17,UPI,0,,0
TXN_02622,VACC_0468,M00172,75500,2026-06-13 00:22:00,UPI,1,VIC_0468,0
TXN_01851,VACC_0333,M00027,11000,2026-06-13 00:27:00,IMPS,1,VIC_0333,0
TXN_03922,L00218,L00470,1560,2026-06-13 00:27:47,IMPS,0,,0
TXN_02572,VACC_0459,M00084,75000,2026-06-13 00:32:00,IMPS,1,VIC_0459,0
TXN_00335,VACC_0065,M00113,15000,2026-06-13 00:34:00,UPI,1,VIC_0065,0
TXN_04136,L00452,L00642,11954,2026-06-13 00:50:19,UPI,0,,0
TXN_00300,VACC_0060,M00113,10500,2026-06-13 01:16:00,UPI,1,VIC_0060,1
TXN_04666,L00351,L00440,1182,2026-06-13 01:18:56,UPI,0,,1
TXN_01852,VACC_0333,M00167,95999,2026-06-13 01:20:00,UPI,1,VIC_0333,1
TXN_04576,L00904,L00783,905,2026-06-13 01:32:30,UPI,0,,1
TXN_02024,VACC_0366,M00172,75500,2026-06-13 01:34:00,UPI,1,VIC_0366,1
TXN_04320,L00695,L00485,248,2026-06-13 01:59:54,UPI,0,,1
TXN_03835,L00506,L00422,2700,2026-06-13 02:04:03,UPI,0,,2
TXN_03467,M00012,M00152,50000,2026-06-13 02:21:00,IMPS,1,,2
TXN_02025,VACC_0366,M00102,21000,2026-06-13 02:44:00,UPI,1,VIC_0366,2
TXN_04781,L00526,L00995,1778,2026-06-13 02:44:28,NEFT,0,,2
TXN_04360,L00643,L00740,2160,2026-06-13 02:48:19,IMPS,0,,2
TXN_02272,VACC_0408,M00069,100500,2026-06-13 02:53:00,UPI,1,VIC_0408,2
TXN_01853,VACC_0333,M00062,96000,2026-06-13 02:54:00,UPI,1,VIC_0333,2
TXN_04978,L00595,L00733,11219,2026-06-13 03:01:39,IMPS,0,,3
TXN_02623,VACC_0468,M00102,96000,2026-06-13 03:11:00,IMPS,1,VIC_0468,3
TXN_03641,L00770,L00522,8820,2026-06-13 03:30:08,IMPS,0,,3
TXN_02026,VACC_0366,M00172,95000,2026-06-13 03:49:00,IMPS,1,VIC_0366,3
TXN_02624,VACC_0468,M00172,100500,2026-06-13 03:53:00,IMPS,1,VIC_0468,3
TXN_02832,M00062,M00097,25000,2026-06-13 03:59:00,IMPS,1,,3
TXN_02625,VACC_0468,M00102,50500,2026-06-13 04:06:00,UPI,1,VIC_0468,4
TXN_00580,VACC_0109,M00012,10000,2026-06-13 04:10:00,UPI,1,VIC_0109,4
TXN_04650,L00732,L00131,2163,2026-06-13 04:20:03,UPI,0,,4
TXN_00581,VACC_0109,M00047,25000,2026-06-13 04:24:00,UPI,1,VIC_0109,4
TXN_02273,VACC_0408,M00139,26000,2026-06-13 04:47:00,UPI,1,VIC_0408,4
TXN_02274,VACC_0408,M00174,10500,2026-06-13 05:22:00,UPI,1,VIC_0408,5
TXN_00582,VACC_0109,M00187,51000,2026-06-13 05:46:00,IMPS,1,VIC_0109,5
TXN_03508,L00635,L00104,1737,2026-06-13 06:15:38,UPI,0,,6
TXN_02275,VACC_0408,M00069,26000,2026-06-13 06:16:00,UPI,1,VIC_0408,6
TXN_02567,VACC_0458,M00106,25999,2026-06-13 06:33:00,UPI,1,VIC_0458,6
TXN_00740,VACC_0135,M00084,16000,2026-06-13 06:43:00,UPI,1,VIC_0135,6
TXN_00583,VACC_0109,M00012,40000,2026-06-13 07:00:00,NEFT,1,VIC_0109,7
TXN_02276,VACC_0408,M00069,21000,2026-06-13 07:23:00,UPI,1,VIC_0408,7
TXN_02568,VACC_0458,M00106,20000,2026-06-13 07:23:00,IMPS,1,VIC_0458,7
TXN_02569,VACC_0458,M00036,40999,2026-06-13 07:54:00,UPI,1,VIC_0458,7
TXN_00584,VACC_0109,M00047,26000,2026-06-13 08:51:00,UPI,1,VIC_0109,8
TXN_00585,VACC_0109,M00047,21000,2026-06-13 09:21:00,UPI,1,VIC_0109,9
TXN_02277,VACC_0408,M00069,16000,2026-06-13 10:12:00,IMPS,1,VIC_0408,10
TXN_02278,VACC_0408,M00104,40999,2026-06-13 11:24:00,UPI,1,VIC_0408,11
TXN_03457,M00190,M00015,50000,2026-06-13 14:58:00,IMPS,1,,14
TXN_04215,L00131,L00510,7389,2026-06-13 15:11:08,IMPS,0,,15
TXN_02959,M00034,M00069,60000,2026-06-13 15:58:00,IMPS,1,,15
TXN_04893,L00143,L00492,10208,2026-06-13 16:14:46,UPI,0,,16
TXN_04527,L00724,L00469,1247,2026-06-13 16:38:06,UPI,0,,16
TXN_04458,L00968,L00261,8507,2026-06-13 17:17:42,UPI,0,,17
TXN_03421,M00018,M00088,15000,2026-06-13 17:53:00,UPI,1,,17
TXN_03052,M00089,M00019,25000,2026-06-13 18:04:00,IMPS,1,,18
TXN_03060,M00181,M00006,15000,2026-06-13 18:17:00,UPI,1,,18
TXN_03655,L00917,L00208,20127,2026-06-13 19:09:39,IMPS,0,,19
TXN_01796,VACC_0326,M00167,50500,2026-06-13 19:14:00,UPI,1,VIC_0326,19
TXN_03701,L00557,L00935,1385,2026-06-13 19:45:13,IMPS,0,,19
TXN_04094,L00898,L00434,1655,2026-06-13 19:56:18,UPI,0,,19
TXN_04577,L00537,L00926,243,2026-06-13 20:18:52,IMPS,0,,20
TXN_02652,VACC_0473,M00035,100500,2026-06-13 20:58:00,UPI,1,VIC_0473,20
TXN_01249,VACC_0226,M00089,20999,2026-06-13 20:59:00,UPI,1,VIC_0226,20
TXN_00520,VACC_0100,M00185,50999,2026-06-13 21:02:00,UPI,1,VIC_0100,21
TXN_01432,VACC_0261,M00021,10000,2026-06-13 21:28:00,UPI,1,VIC_0261,21
TXN_01797,VACC_0326,M00027,10000,2026-06-13 21:28:00,UPI,1,VIC_0326,21
TXN_03310,M00033,M00068,50000,2026-06-13 21:34:00,UPI,1,,21
TXN_04315,L00835,L00676,703,2026-06-13 21:44:43,UPI,0,,21
TXN_04946,L00079,L00808,1480,2026-06-13 21:47:39,IMPS,0,,21
TXN_01274,VACC_0231,M00054,25000,2026-06-13 22:12:00,UPI,1,VIC_0231,22
TXN_02653,VACC_0473,M00140,96000,2026-06-13 22:16:00,UPI,1,VIC_0473,22
TXN_01275,VACC_0231,M00019,20999,2026-06-13 22:37:00,UPI,1,VIC_0231,22
TXN_02654,VACC_0473,M00140,21000,2026-06-13 22:58:00,UPI,1,VIC_0473,22
TXN_01433,VACC_0261,M00091,25999,2026-06-13 23:03:00,UPI,1,VIC_0261,23
TXN_04077,L00682,L00661,251,2026-06-13 23:12:46,IMPS,0,,23
TXN_03887,L00400,L00707,938,2026-06-13 23:36:29,UPI,0,,23
TXN_03046,M00032,M00137,35000,2026-06-13 23:39:00,UPI,1,,23
TXN_01798,VACC_0326,M00132,75999,2026-06-13 23:43:00,UPI,1,VIC_0326,23
TXN_03011,M00195,M00125,50000,2026-06-13 23:48:00,IMPS,1,,23
TXN_03085,M00177,M00142,35000,2026-06-13 23:54:00,IMPS,1,,23
TXN_00521,VACC_0100,M00115,40999,2026-06-13 23:59:00,UPI,1,VIC_0100,23
TXN_00301,VACC_0061,M00008,10999,2026-06-14 00:12:00,UPI,1,VIC_0061,0
TXN_03475,M00097,M00027,50000,2026-06-14 00:18:00,IMPS,1,,0
TXN_02818,M00056,M00021,60000,2026-06-14 00:23:00,UPI,1,,0
TXN_00522,VACC_0100,M00080,21000,2026-06-14 00:27:00,IMPS,1,VIC_0100,0
TXN_00523,VACC_0100,M00045,95000,2026-06-14 00:37:00,UPI,1,VIC_0100,0
TXN_01276,VACC_0231,M00019,96000,2026-06-14 00:41:00,UPI,1,VIC_0231,0
TXN_00302,VACC_0061,M00148,100500,2026-06-14 01:02:00,UPI,1,VIC_0061,1
TXN_04574,L00988,L00173,11026,2026-06-14 01:09:46,IMPS,0,,1
TXN_03901,L00065,L00226,11572,2026-06-14 01:10:31,UPI,0,,1
TXN_01242,VACC_0223,M00158,40999,2026-06-14 01:20:00,NEFT,1,VIC_0223,1
TXN_03839,L00108,L00517,2248,2026-06-14 01:32:18,UPI,0,,1
TXN_02655,VACC_0473,M00140,15500,2026-06-14 01:49:00,UPI,1,VIC_0473,1
TXN_02937,M00123,M00053,35000,2026-06-14 02:05:00,UPI,1,,2
TXN_03766,L00706,L00618,4651,2026-06-14 02:10:46,UPI,0,,2
TXN_04994,L00798,L00839,1981,2026-06-14 02:11:37,UPI,0,,2
TXN_01799,VACC_0326,M00132,40999,2026-06-14 02:22:00,UPI,1,VIC_0326,2
TXN_00524,VACC_0100,M00150,25000,2026-06-14 02:31:00,IMPS,1,VIC_0100,2
TXN_03271,M00169,M00064,25000,2026-06-14 02:39:00,IMPS,1,,2
TXN_00303,VACC_0061,M00078,40500,2026-06-14 02:42:00,UPI,1,VIC_0061,2
TXN_01277,VACC_0231,M00019,95000,2026-06-14 02:50:00,UPI,1,VIC_0231,2
TXN_00525,VACC_0100,M00045,50500,2026-06-14 02:53:00,UPI,1,VIC_0100,2
TXN_01800,VACC_0326,M00027,100500,2026-06-14 03:05:00,UPI,1,VIC_0326,3
TXN_03445,M00057,M00127,15000,2026-06-14 03:25:00,UPI,1,,3
TXN_01243,VACC_0223,M00158,51000,2026-06-14 03:32:00,IMPS,1,VIC_0223,3
TXN_02656,VACC_0473,M00175,40999,2026-06-14 03:36:00,UPI,1,VIC_0473,3
TXN_01278,VACC_0231,M00194,96000,2026-06-14 03:53:00,NEFT,1,VIC_0231,3
TXN_03440,M00026,M00061,50000,2026-06-14 03:59:00,UPI,1,,3
TXN_01279,VACC_0231,M00089,40500,2026-06-14 04:06:00,IMPS,1,VIC_0231,4
TXN_04592,L00307,L00495,1969,2026-06-14 04:09:16,UPI,0,,4
TXN_01280,VACC_0231,M00124,100500,2026-06-14 04:23:00,NEFT,1,VIC_0231,4
TXN_01769,VACC_0320,M00097,10999,2026-06-14 04:48:00,UPI,1,VIC_0320,4
TXN_01801,VACC_0326,M00167,15999,2026-06-14 04:54:00,UPI,1,VIC_0326,4
TXN_01281,VACC_0231,M00124,20999,2026-06-14 05:08:00,UPI,1,VIC_0231,5
TXN_01282,VACC_0231,M00019,100500,2026-06-14 05:25:00,UPI,1,VIC_0231,5
TXN_01426,VACC_0259,M00056,100999,2026-06-14 05:35:00,IMPS,1,VIC_0259,5
TXN_02742,VACC_0491,M00002,40500,2026-06-14 06:21:00,IMPS,1,VIC_0491,6
TXN_01717,VACC_0311,M00131,15500,2026-06-14 06:43:00,UPI,1,VIC_0311,6
TXN_04917,L00704,L00906,994,2026-06-14 06:50:56,UPI,0,,6
TXN_01718,VACC_0311,M00166,95999,2026-06-14 07:01:00,UPI,1,VIC_0311,7
TXN_01802,VACC_0326,M00062,100000,2026-06-14 07:05:00,UPI,1,VIC_0326,7
TXN_01770,VACC_0320,M00062,15000,2026-06-14 07:24:00,NEFT,1,VIC_0320,7
TXN_01719,VACC_0311,M00131,50000,2026-06-14 07:43:00,UPI,1,VIC_0311,7
TXN_01283,VACC_0231,M00019,40999,2026-06-14 07:56:00,UPI,1,VIC_0231,7
TXN_01427,VACC_0259,M00161,20000,2026-06-14 08:13:00,UPI,1,VIC_0259,8
TXN_02743,VACC_0491,M00142,40999,2026-06-14 08:25:00,IMPS,1,VIC_0491,8
TXN_01771,VACC_0320,M00132,25999,2026-06-14 08:33:00,UPI,1,VIC_0320,8
TXN_01803,VACC_0326,M00132,100000,2026-06-14 09:15:00,UPI,1,VIC_0326,9
TXN_02744,VACC_0491,M00072,25999,2026-06-14 10:23:00,IMPS,1,VIC_0491,10
TXN_01284,VACC_0231,M00089,101000,2026-06-14 10:49:00,IMPS,1,VIC_0231,10
TXN_01428,VACC_0259,M00196,25500,2026-06-14 10:55:00,UPI,1,VIC_0259,10
TXN_01772,VACC_0320,M00167,25999,2026-06-14 11:22:00,UPI,1,VIC_0320,11
TXN_01285,VACC_0231,M00159,50000,2026-06-14 11:37:00,UPI,1,VIC_0231,11
TXN_01286,VACC_0231,M00054,25999,2026-06-14 11:57:00,UPI,1,VIC_0231,11
TXN_02745,VACC_0491,M00142,15000,2026-06-14 12:04:00,UPI,1,VIC_0491,12
TXN_01804,VACC_0326,M00132,10000,2026-06-14 12:12:00,NEFT,1,VIC_0326,12
TXN_02746,VACC_0491,M00107,20999,2026-06-14 12:48:00,UPI,1,VIC_0491,12
TXN_01805,VACC_0326,M00167,75000,2026-06-14 13:00:00,IMPS,1,VIC_0326,13
TXN_01773,VACC_0320,M00027,40500,2026-06-14 13:30:00,UPI,1,VIC_0320,13
TXN_01429,VACC_0259,M00091,10000,2026-06-14 13:46:00,UPI,1,VIC_0259,13
TXN_01806,VACC_0326,M00167,100500,2026-06-14 14:08:00,IMPS,1,VIC_0326,14
TXN_01807,VACC_0326,M00132,95500,2026-06-14 14:32:00,UPI,1,VIC_0326,14
TXN_01774,VACC_0320,M00097,26000,2026-06-14 14:50:00,UPI,1,VIC_0320,14
TXN_03973,L00285,L00326,8855,2026-06-14 15:04:09,UPI,0,,15
TXN_02747,VACC_0491,M00002,95000,2026-06-14 15:09:00,UPI,1,VIC_0491,15
TXN_02830,M00074,M00039,15000,2026-06-14 15:28:00,UPI,1,,15
TXN_02078,VACC_0375,M00173,40000,2026-06-14 15:44:00,IMPS,1,VIC_0375,15
TXN_02748,VACC_0491,M00002,15500,2026-06-14 15:48:00,IMPS,1,VIC_0491,15
TXN_01808,VACC_0326,M00097,15999,2026-06-14 15:58:00,IMPS,1,VIC_0326,15
TXN_01775,VACC_0320,M00062,95500,2026-06-14 16:01:00,IMPS,1,VIC_0320,16
TXN_04080,L00967,L00698,404,2026-06-14 16:11:42,UPI,0,,16
TXN_02079,VACC_0375,M00033,15500,2026-06-14 16:23:00,UPI,1,VIC_0375,16
TXN_01960,VACC_0357,M00172,95000,2026-06-14 16:24:00,IMPS,1,VIC_0357,16
TXN_03407,M00095,M00025,35000,2026-06-14 16:33:00,IMPS,1,,16
TXN_01961,VACC_0357,M00137,10000,2026-06-14 16:35:00,UPI,1,VIC_0357,16
TXN_03649,L00486,L00275,5670,2026-06-14 17:13:33,UPI,0,,17
TXN_01809,VACC_0326,M00062,75500,2026-06-14 17:15:00,UPI,1,VIC_0326,17
TXN_03193,M00150,M00115,60000,2026-06-14 17:23:00,UPI,1,,17
TXN_04952,L00458,L00739,3432,2026-06-14 17:32:22,UPI,0,,17
TXN_01810,VACC_0326,M00027,10500,2026-06-14 17:41:00,UPI,1,VIC_0326,17
TXN_04530,L00480,L00515,379,2026-06-14 18:06:51,UPI,0,,18
TXN_03636,L00810,L00680,6268,2026-06-14 18:07:04,UPI,0,,18
TXN_02749,VACC_0491,M00177,20999,2026-06-14 18:08:00,UPI,1,VIC_0491,18
TXN_01811,VACC_0326,M00167,50000,2026-06-14 18:11:00,IMPS,1,VIC_0326,18
TXN_01812,VACC_0326,M00167,25000,2026-06-14 18:21:00,UPI,1,VIC_0326,18
TXN_00389,VACC_0079,M00113,50500,2026-06-14 18:26:00,UPI,1,VIC_0079,18
TXN_04298,L00588,L00490,903,2026-06-14 18:27:24,IMPS,0,,18
TXN_02080,VACC_0375,M00103,10000,2026-06-14 18:45:00,UPI,1,VIC_0375,18
TXN_01776,VACC_0320,M00167,50999,2026-06-14 19:00:00,UPI,1,VIC_0320,19
TXN_01777,VACC_0320,M00132,96000,2026-06-14 19:21:00,UPI,1,VIC_0320,19
TXN_02750,VACC_0491,M00107,15500,2026-06-14 19:36:00,UPI,1,VIC_0491,19
TXN_02081,VACC_0375,M00068,75999,2026-06-14 19:40:00,UPI,1,VIC_0375,19
TXN_04953,L00816,L00805,3350,2026-06-14 19:42:26,UPI,0,,19
TXN_02751,VACC_0491,M00037,21000,2026-06-14 19:44:00,IMPS,1,VIC_0491,19
TXN_00765,VACC_0142,M00014,75500,2026-06-14 20:24:00,IMPS,1,VIC_0142,20
TXN_01131,VACC_0205,M00053,25000,2026-06-14 20:59:00,UPI,1,VIC_0205,20
TXN_00766,VACC_0142,M00189,15500,2026-06-14 21:04:00,UPI,1,VIC_0142,21
TXN_02752,VACC_0491,M00177,51000,2026-06-14 21:04:00,NEFT,1,VIC_0491,21
TXN_04864,L00704,L00623,13454,2026-06-14 21:07:07,UPI,0,,21
TXN_04963,L00327,L00507,14257,2026-06-14 21:26:14,IMPS,0,,21
TXN_02082,VACC_0375,M00173,10999,2026-06-14 22:35:00,UPI,1,VIC_0375,22
TXN_03587,L00031,L00204,13811,2026-06-14 22:45:17,UPI,0,,22
TXN_00767,VACC_0142,M00119,15500,2026-06-14 22:47:00,UPI,1,VIC_0142,22
TXN_04831,L00551,L00674,934,2026-06-14 22:56:27,UPI,0,,22
TXN_02753,VACC_0491,M00142,20999,2026-06-14 23:01:00,UPI,1,VIC_0491,23
TXN_00768,VACC_0142,M00189,75500,2026-06-14 23:05:00,UPI,1,VIC_0142,23
TXN_02951,M00098,M00133,35000,2026-06-14 23:05:00,IMPS,1,,23
TXN_01132,VACC_0205,M00193,50000,2026-06-14 23:40:00,UPI,1,VIC_0205,23
TXN_03299,M00152,M00012,15000,2026-06-14 23:57:00,UPI,1,,23
TXN_03345,M00011,M00186,35000,2026-06-15 00:10:00,UPI,1,,0
TXN_02027,VACC_0367,M00067,96000,2026-06-15 00:13:00,UPI,1,VIC_0367,0
TXN_01133,VACC_0205,M00158,40000,2026-06-15 00:14:00,UPI,1,VIC_0205,0
TXN_02028,VACC_0367,M00032,10000,2026-06-15 00:20:00,UPI,1,VIC_0367,0
TXN_03586,L00045,L00999,757,2026-06-15 00:33:39,UPI,0,,0
TXN_04376,L00456,L00377,816,2026-06-15 01:17:09,UPI,0,,1
TXN_04386,L00764,L00097,2310,2026-06-15 01:30:02,UPI,0,,1
TXN_02754,VACC_0491,M00177,40500,2026-06-15 01:32:00,UPI,1,VIC_0491,1
TXN_04464,L00276,L00649,467,2026-06-15 01:43:00,UPI,0,,1
TXN_03270,M00137,M00032,50000,2026-06-15 02:15:00,IMPS,1,,2
TXN_04210,L00147,L00891,7623,2026-06-15 02:16:13,UPI,0,,2
TXN_01658,VACC_0302,M00061,10000,2026-06-15 02:54:00,UPI,1,VIC_0302,2
TXN_01134,VACC_0205,M00053,40000,2026-06-15 02:58:00,UPI,1,VIC_0205,2
TXN_01135,VACC_0205,M00158,100500,2026-06-15 03:08:00,UPI,1,VIC_0205,3
TXN_01241,VACC_0222,M00018,15000,2026-06-15 03:09:00,UPI,1,VIC_0222,3
TXN_02029,VACC_0367,M00067,15500,2026-06-15 03:17:00,UPI,1,VIC_0367,3
TXN_01680,VACC_0305,M00096,15500,2026-06-15 03:29:00,UPI,1,VIC_0305,3
TXN_01136,VACC_0205,M00053,50999,2026-06-15 03:51:00,IMPS,1,VIC_0205,3
TXN_01681,VACC_0305,M00061,21000,2026-06-15 03:53:00,NEFT,1,VIC_0305,3
