account_id,account_type,account_age_days,kyc_match_score,device_id,avg_monthly_income,risk_label,city,syndicate_id
L00124,SAVINGS,2773,0.86,DEV_LEGIT_0114,208337,0,Jamtara,
L00125,SAVINGS,1568,0.89,DEV_LEGIT_0449,209341,0,Kochi,
L00126,SAVINGS,1807,0.97,DEV_LEGIT_0466,141298,0,Kochi,
L00127,CURRENT,854,0.93,DEV_LEGIT_0316,108478,0,Jamtara,
L00128,CURRENT,2191,0.95,DEV_LEGIT_0678,133509,0,Bengaluru,
L00129,CURRENT,1312,0.97,DEV_LEGIT_0462,94667,0,Gurugram,
L00130,SAVINGS,494,0.88,DEV_LEGIT_0675,212104,0,Jamtara,
L00131,CURRENT,2350,0.87,DEV_LEGIT_0768,194472,0,Coimbatore,
L00132,SAVINGS,1498,0.98,DEV_LEGIT_0164,188426,0,Kolkata,
L00133,SAVINGS,2325,0.97,DEV_LEGIT_0436,158266,0,Kochi,
L00134,SAVINGS,1328,0.87,DEV_LEGIT_0482,213176,0,Bengaluru,
L00135,CURRENT,456,0.9,DEV_LEGIT_0012,128636,0,Kochi,
L00136,SAVINGS,2859,0.95,DEV_LEGIT_0658,74967,0,Nellore,
L00137,SAVINGS,2879,0.91,DEV_LEGIT_0254,139421,0,Coimbatore,
L00138,SAVINGS,1006,0.92,DEV_LEGIT_0930,174536,0,Kochi,
L00139,SAVINGS,821,0.91,DEV_LEGIT_0927,66572,0,Mewat,
L00140,SAVINGS,554,0.89,DEV_LEGIT_0149,67886,0,Mumbai,
L00141,SAVINGS,2160,1.0,DEV_LEGIT_0400,185584,0,Jamtara,
L00142,SAVINGS,1184,0.95,DEV_LEGIT_0359,191882,0,Kochi,
L00143,SAVINGS,1962,0.95,DEV_LEGIT_0690,100533,0,Coimbatore,
L00144,SAVINGS,1914,0.88,DEV_LEGIT_0155,106609,0,Noida,
L00145,SAVINGS,750,0.87,DEV_LEGIT_0645,112437,0,Bengaluru,
L00146,SAVINGS,2276,0.93,DEV_LEGIT_0742,74812,0,Gurugram,
L00147,CURRENT,2905,1.0,DEV_LEGIT_0213,183284,0,Hyderabad,
L00148,SAVINGS,829,0.87,DEV_LEGIT_0173,136372,0,Mewat,
L00149,SAVINGS,2156,0.86,DEV_LEGIT_0703,125324,0,Mewat,
L00150,CURRENT,988,0.96,DEV_LEGIT_0708,123063,0,Hyderabad,
L00151,SAVINGS,2313,0.92,DEV_LEGIT_0745,180228,0,Kolkata,
L00152,SAVINGS,2604,0.97,DEV_LEGIT_0397,93350,0,Mumbai,
L00153,CURRENT,2441,0.89,DEV_LEGIT_0129,207108,0,Kochi,
L00154,SAVINGS,1079,0.92,DEV_LEGIT_0232,106474,0,Mewat,
L00155,SAVINGS,443,0.98,DEV_LEGIT_0726,118364,0,Mewat,
L00156,SAVINGS,1804,1.0,DEV_LEGIT_0173,117005,0,Gurugram,
L00157,SAVINGS,451,0.96,DEV_LEGIT_0008,48335,0,Nellore,
L00158,SAVINGS,2033,0.93,DEV_LEGIT_0408,106705,0,Mewat,
L00159,SAVINGS,2039,1.0,DEV_LEGIT_0927,209328,0,Bengaluru,
L00160,SAVINGS,2854,0.86,DEV_LEGIT_0499,157156,0,Kolkata,
L00161,SAVINGS,2550,0.85,DEV_LEGIT_0352,50201,0,Mumbai,
L00162,CURRENT,724,0.94,DEV_LEGIT_0220,105658,0,Noida,
L00163,SAVINGS,2192,0.94,DEV_LEGIT_0946,178307,0,Kochi,
L00164,CURRENT,483,0.86,DEV_LEGIT_0169,214170,0,Mumbai,
L00165,SAVINGS,2247,1.0,DEV_LEGIT_0149,146348,0,Kolkata,
L00166,CURRENT,1676,0.94,DEV_LEGIT_0693,63978,0,Nellore,
L00167,SAVINGS,1300,0.94,DEV_LEGIT_0522,52577,0,Chennai,
L00168,SAVINGS,2536,0.91,DEV_LEGIT_0488,65281,0,Bengaluru,
L00169,CURRENT,1050,0.85,DEV_LEGIT_0414,218596,0,Nellore,
L00170,CURRENT,403,0.98,DEV_LEGIT_0122,205001,0,Chennai,
L00171,SAVINGS,2292,0.96,DEV_LEGIT_0530,138195,0,Kolkata,
L00172,SAVINGS,2615,0.9,DEV_LEGIT_0663,174339,0,Gurugram,
L00173,CURRENT,1134,0.87,DEV_LEGIT_0345,169306,0,Noida,
L00174,CURRENT,1851,0.93,DEV_LEGIT_0283,190530,0,Mumbai,
L00175,SAVINGS,2833,0.94,DEV_LEGIT_0461,129046,0,Jamtara,
L00176,SAVINGS,387,0.95,DEV_LEGIT_0703,196564,0,Kolar,
L00177,CURRENT,1499,0.87,DEV_LEGIT_0367,138237,0,Mumbai,
L00178,SAVINGS,1649,0.98,DEV_LEGIT_0584,86411,0,Gurugram,
L00179,SAVINGS,1238,0.95,DEV_LEGIT_0483,92521,0,Noida,
L00180,SAVINGS,2643,0.94,DEV_LEGIT_0405,162258,0,Kolar,
L00181,CURRENT,2912,0.93,DEV_LEGIT_0112,191888,0,Bengaluru,
L00182,SAVINGS,2621,0.85,DEV_LEGIT_0314,173665,0,Kolkata,
L00183,SAVINGS,2999,0.96,DEV_LEGIT_0437,190764,0,Coimbatore,
L00184,CURRENT,1489,0.87,DEV_LEGIT_0070,106294,0,Kochi,
L00185,SAVINGS,2948,0.88,DEV_LEGIT_0132,60497,0,Kolkata,
L00186,SAVINGS,2388,0.88,DEV_LEGIT_0742,40378,0,Bengaluru,
L00187,SAVINGS,1445,0.91,DEV_LEGIT_0942,109430,0,Kolar,
L00188,SAVINGS,890,0.96,DEV_LEGIT_0583,54265,0,Chennai,
L00189,SAVINGS,2948,0.95,DEV_LEGIT_0698,183922,0,Noida,
L00190,SAVINGS,2266,0.87,DEV_LEGIT_0159,163651,0,Bengaluru,
L00191,CURRENT,1362,0.88,DEV_LEGIT_0076,187649,0,Kolar,
L00192,SAVINGS,1104,0.87,DEV_LEGIT_0019,171068,0,Mewat,
L00193,SAVINGS,2016,0.86,DEV_LEGIT_0481,183252,0,Mumbai,
L00194,CURRENT,1384,0.89,DEV_LEGIT_0303,67093,0,Gurugram,
L00195,SAVINGS,2140,0.88,DEV_LEGIT_0198,161893,0,Coimbatore,
L00196,CURRENT,439,0.96,DEV_LEGIT_0559,210807,0,Bengaluru,
L00197,SAVINGS,1961,1.0,DEV_LEGIT_0837,65579,0,Gurugram,
L00198,SAVINGS,2666,0.94,DEV_LEGIT_0619,164069,0,Chennai,
L00199,CURRENT,1814,0.98,DEV_LEGIT_0877,76725,0,Kochi,
L00200,CURRENT,2321,0.92,DEV_LEGIT_0581,115508,0,Chennai,
L00201,SAVINGS,1990,0.86,DEV_LEGIT_0704,169668,0,Nellore,
L00202,SAVINGS,2226,0.86,DEV_LEGIT_0931,76666,0,Coimbatore,
L00203,SAVINGS,1984,0.95,DEV_LEGIT_0364,211973,0,Coimbatore,
L00204,SAVINGS,982,0.89,DEV_LEGIT_0926,83415,0,Coimbatore,
L00205,SAVINGS,634,0.89,DEV_LEGIT_0163,85310,0,Nellore,
L00206,SAVINGS,569,0.89,DEV_LEGIT_0182,63930,0,Mewat,
L00207,SAVINGS,2662,0.93,DEV_LEGIT_0228,98995,0,Kolkata,
L00208,SAVINGS,1787,0.85,DEV_LEGIT_0690,157801,0,Bengaluru,
L00209,SAVINGS,1308,0.99,DEV_LEGIT_0148,44667,0,Noida,
L00210,CURRENT,2554,0.96,DEV_LEGIT_0492,216539,0,Nellore,
L00211,SAVINGS,2118,0.88,DEV_LEGIT_0082,97578,0,Kolkata,
L00212,CURRENT,748,1.0,DEV_LEGIT_0371,68857,0,Kolar,
L00213,SAVINGS,1259,0.89,DEV_LEGIT_0161,192363,0,Kolkata,
L00214,SAVINGS,937,0.98,DEV_LEGIT_0289,168720,0,Nellore,
L00215,CURRENT,541,0.93,DEV_LEGIT_0681,50119,0,Noida,
L00216,CURRENT,1217,0.87,DEV_LEGIT_0198,157874,0,Coimbatore,
L00217,SAVINGS,462,0.98,DEV_LEGIT_0057,120130,0,Mumbai,
L00218,SAVINGS,708,0.97,DEV_LEGIT_0679,55708,0,Chennai,
L00219,SAVINGS,2092,0.97,DEV_LEGIT_0571,126992,0,Mumbai,
L00220,SAVINGS,896,0.93,DEV_LEGIT_0032,175308,0,Nellore,
L00221,SAVINGS,2788,0.87,DEV_LEGIT_0884,157031,0,Bengaluru,
L00222,CURRENT,2470,0.96,DEV_LEGIT_0628,138226,0,Kolkata,
L00223,SAVINGS,1642,0.9,DEV_LEGIT_0066,87249,0,Bengaluru,
L00224,SAVINGS,1138,0.91,DEV_LEGIT_0554,118563,0,Coimbatore,
L00225,SAVINGS,671,0.88,DEV_LEGIT_0379,69543,0,Mumbai,
L00226,SAVINGS,840,0.96,DEV_LEGIT_0008,86141,0,Chennai,
L00227,CURRENT,923,0.88,DEV_LEGIT_0072,200937,0,Jamtara,
L00228,SAVINGS,832,0.93,DEV_LEGIT_0210,65716,0,Mewat,
L00229,CURRENT,623,0.98,DEV_LEGIT_0848,66238,0,Bengaluru,
L00230,SAVINGS,1379,0.88,DEV_LEGIT_0486,200388,0,Nellore,
L00231,CURRENT,977,0.92,DEV_LEGIT_0892,148830,0,Bengaluru,
L00232,CURRENT,1912,0.96,DEV_LEGIT_0758,94138,0,Nellore,
L00233,SAVINGS,2275,0.87,DEV_LEGIT_0129,169159,0,Coimbatore,
L00234,SAVINGS,1490,1.0,DEV_LEGIT_0162,156384,0,Jamtara,
L00235,SAVINGS,1925,0.86,DEV_LEGIT_0640,40432,0,Kolar,
L00236,CURRENT,591,0.88,DEV_LEGIT_0916,193762,0,Kolar,
L00237,CURRENT,1010,0.96,DEV_LEGIT_0372,93154,0,Mumbai,
L00238,CURRENT,1752,0.92,DEV_LEGIT_0395,101192,0,Bengaluru,
L00239,CURRENT,952,0.9,DEV_LEGIT_0226,67145,0,Chennai,
L00240,SAVINGS,1606,0.87,DEV_LEGIT_0277,79376,0,Gurugram,
L00241,CURRENT,2719,0.92,DEV_LEGIT_0692,173532,0,Mumbai,
L00242,SAVINGS,2685,0.98,DEV_LEGIT_0279,122188,0,Mumbai,
L00243,SAVINGS,653,0.87,DEV_LEGIT_0783,160092,0,Mewat,
L00244,SAVINGS,2660,0.86,DEV_LEGIT_0066,67353,0,Bengaluru,
L00245,SAVINGS,2413,0.98,DEV_LEGIT_0201,86666,0,Kochi,
L00246,SAVINGS,806,0.93,DEV_LEGIT_0191,91482,0,Kolar,
L00247,SAVINGS,1701,0.9,DEV_LEGIT_0191,155835,0,Kolar,
L00248,CURRENT,915,0.97,DEV_LEGIT_0654,45932,0,Nellore,
L00249,SAVINGS,1010,0.95,DEV_LEGIT_0207,138681,0,Kolkata,
L00250,SAVINGS,2970,0.92,DEV_LEGIT_0603,194944,0,Hyderabad,
L00251,SAVINGS,2047,1.0,DEV_LEGIT_0840,55483,0,Hyderabad,
L00252,SAVINGS,788,0.96,DEV_LEGIT_0596,204844,0,Hyderabad,
L00253,SAVINGS,447,1.0,DEV_LEGIT_0727,187817,0,Nellore,
L00254,CURRENT,1344,1.0,DEV_LEGIT_0275,149948,0,Mewat,
L00255,SAVINGS,1763,0.93,DEV_LEGIT_0073,152491,0,Chennai,
L00256,SAVINGS,1825,0.93,DEV_LEGIT_0398,52858,0,Hyderabad,
L00257,SAVINGS,2501,0.97,DEV_LEGIT_0286,48734,0,Kochi,
L00258,SAVINGS,2096,0.86,DEV_LEGIT_0334,197289,0,Kochi,
L00259,SAVINGS,1986,0.98,DEV_LEGIT_0514,69286,0,Coimbatore,
L00260,SAVINGS,1450,0.97,DEV_LEGIT_0695,41413,0,Jamtara,
L00261,SAVINGS,858,0.98,DEV_LEGIT_0035,131467,0,Nellore,
L00262,SAVINGS,2351,0.92,DEV_LEGIT_0325,171449,0,Noida,
L00263,CURRENT,1712,0.98,DEV_LEGIT_0201,46967,0,Mumbai,
L00264,SAVINGS,707,0.91,DEV_LEGIT_0480,93635,0,Chennai,
L00265,SAVINGS,891,0.94,DEV_LEGIT_0588,200116,0,Nellore,
L00266,SAVINGS,2945,0.94,DEV_LEGIT_0605,144463,0,Nellore,
L00267,SAVINGS,2211,0.93,DEV_LEGIT_0669,54281,0,Kolar,
L00268,CURRENT,943,0.95,DEV_LEGIT_0406,210848,0,Kolkata,
L00269,SAVINGS,1749,0.93,DEV_LEGIT_0162,152309,0,Noida,
L00270,CURRENT,2301,0.86,DEV_LEGIT_0262,146753,0,Kochi,
L00271,SAVINGS,726,1.0,DEV_LEGIT_0283,96299,0,Mewat,
L00272,SAVINGS,506,0.94,DEV_LEGIT_0753,86926,0,Nellore,
L00273,SAVINGS,1065,0.85,DEV_LEGIT_0824,36417,0,Mumbai,
L00274,CURRENT,768,0.87,DEV_LEGIT_0190,97689,0,Mewat,
L00275,SAVINGS,1068,0.93,DEV_LEGIT_0341,89295,0,Kochi,
L00276,SAVINGS,1732,0.86,DEV_LEGIT_0382,149157,0,Mewat,
L00277,SAVINGS,547,0.98,DEV_LEGIT_0856,126306,0,Jamtara,
L00278,SAVINGS,1271,0.87,DEV_LEGIT_0779,85825,0,Gurugram,
L00279,SAVINGS,383,0.91,DEV_LEGIT_0001,202908,0,Gurugram,
L00280,SAVINGS,2317,0.97,DEV_LEGIT_0109,211686,0,Mewat,
L00281,SAVINGS,1223,0.85,DEV_LEGIT_0250,167750,0,Hyderabad,
L00282,SAVINGS,2075,0.98,DEV_LEGIT_0431,82488,0,Kolar,
L00283,SAVINGS,784,0.91,DEV_LEGIT_0324,57389,0,Kochi,
L00284,SAVINGS,1501,0.86,DEV_LEGIT_0412,49833,0,Noida,
L00285,SAVINGS,2158,0.95,DEV_LEGIT_0655,160553,0,Hyderabad,
L00286,CURRENT,2361,0.85,DEV_LEGIT_0450,152677,0,Bengaluru,
L00287,SAVINGS,1928,0.88,DEV_LEGIT_0118,153007,0,Nellore,
L00288,CURRENT,2066,0.97,DEV_LEGIT_0629,218383,0,Kolar,
L00289,SAVINGS,632,0.89,DEV_LEGIT_0258,124910,0,Mewat,
L00290,SAVINGS,1745,0.87,DEV_LEGIT_0813,138348,0,Coimbatore,
L00291,SAVINGS,1796,0.95,DEV_LEGIT_0223,191436,0,Coimbatore,
L00292,CURRENT,2832,0.95,DEV_LEGIT_0438,85945,0,Bengaluru,
L00293,CURRENT,1418,0.92,DEV_LEGIT_0949,182700,0,Hyderabad,
L00294,SAVINGS,1429,0.91,DEV_LEGIT_0451,93990,0,Bengaluru,
L00295,SAVINGS,1506,0.96,DEV_LEGIT_0560,162354,0,Mewat,
L00296,SAVINGS,371,0.87,DEV_LEGIT_0679,199667,0,Jamtara,
L00297,CURRENT,2175,0.85,DEV_LEGIT_0193,154477,0,Nellore,
L00298,SAVINGS,1867,0.97,DEV_LEGIT_0419,145257,0,Coimbatore,
L00299,SAVINGS,2737,0.93,DEV_LEGIT_0881,190718,0,Gurugram,
L00300,CURRENT,1197,0.87,DEV_LEGIT_0440,65961,0,Kochi,
L00301,SAVINGS,1764,1.0,DEV_LEGIT_0434,133403,0,Kochi,
L00302,SAVINGS,1543,0.88,DEV_LEGIT_0557,206242,0,Noida,
L00303,SAVINGS,2674,0.96,DEV_LEGIT_0234,119826,0,Kochi,
L00304,SAVINGS,2534,0.87,DEV_LEGIT_0542,211844,0,Bengaluru,
L00305,SAVINGS,2096,1.0,DEV_LEGIT_0869,135895,0,Mewat,
L00306,SAVINGS,2843,0.87,DEV_LEGIT_0797,40723,0,Jamtara,
L00307,SAVINGS,432,1.0,DEV_LEGIT_0736,123407,0,Kochi,
L00308,SAVINGS,1185,0.98,DEV_LEGIT_0909,116481,0,Coimbatore,
L00309,CURRENT,1126,0.86,DEV_LEGIT_0554,98352,0,Chennai,
L00310,CURRENT,723,0.93,DEV_LEGIT_0533,65569,0,Hyderabad,
L00311,CURRENT,1273,0.94,DEV_LEGIT_0280,125446,0,Gurugram,
L00312,CURRENT,2516,0.9,DEV_LEGIT_0435,181616,0,Chennai,
L00313,SAVINGS,2932,0.86,DEV_LEGIT_0787,122976,0,Mewat,
L00314,CURRENT,2411,0.99,DEV_LEGIT_0164,203249,0,Noida,
L00315,SAVINGS,2658,0.87,DEV_LEGIT_0267,181244,0,Hyderabad,
L00316,SAVINGS,1572,0.89,DEV_LEGIT_0476,197261,0,Jamtara,
L00317,CURRENT,1247,0.92,DEV_LEGIT_0524,216482,0,Kochi,
L00318,CURRENT,946,0.94,DEV_LEGIT_0748,104436,0,Hyderabad,
L00319,SAVINGS,1604,0.92,DEV_LEGIT_0102,147064,0,Nellore,
L00320,SAVINGS,2079,0.98,DEV_LEGIT_0704,119356,0,Chennai,
L00321,CURRENT,2411,0.94,DEV_LEGIT_0604,184219,0,Chennai,
L00322,SAVINGS,2228,0.98,DEV_LEGIT_0163,116242,0,Kolar,
L00323,SAVINGS,1204,0.86,DEV_LEGIT_0881,198440,0,Kolkata,
L00324,SAVINGS,1307,0.94,DEV_LEGIT_0443,206380,0,Kochi,
L00325,CURRENT,386,0.95,DEV_LEGIT_0720,168700,0,Hyderabad,
L00326,SAVINGS,2732,0.89,DEV_LEGIT_0566,101362,0,Kolar,
L00327,SAVINGS,1060,0.93,DEV_LEGIT_0194,181777,0,Coimbatore,
L00328,CURRENT,2676,1.0,DEV_LEGIT_0163,51615,0,Chennai,
L00329,SAVINGS,1453,0.9,DEV_LEGIT_0542,152087,0,Bengaluru,
L00330,SAVINGS,2132,0.99,DEV_LEGIT_0911,187056,0,Chennai,
L00331,CURRENT,911,0.94,DEV_LEGIT_0201,51391,0,Hyderabad,
L00332,SAVINGS,778,0.85,DEV_LEGIT_0265,91635,0,Jamtara,
L00333,SAVINGS,552,0.94,DEV_LEGIT_0584,164084,0,Coimbatore,
L00334,CURRENT,1511,0.98,DEV_LEGIT_0045,161123,0,Hyderabad,
L00335,SAVINGS,2734,0.86,DEV_LEGIT_0657,109531,0,Hyderabad,
L00336,SAVINGS,1678,0.89,DEV_LEGIT_0111,183644,0,Mumbai,
L00337,SAVINGS,1415,0.85,DEV_LEGIT_0632,142902,0,Kochi,
L00338,SAVINGS,2058,1.0,DEV_LEGIT_0807,146646,0,Mewat,
L00339,SAVINGS,1669,0.87,DEV_LEGIT_0053,199401,0,Nellore,
L00340,CURRENT,1844,0.93,DEV_LEGIT_0023,152861,0,Mumbai,
L00341,SAVINGS,2824,0.89,DEV_LEGIT_0882,91090,0,Kochi,
L00342,SAVINGS,2672,0.87,DEV_LEGIT_0847,178439,0,Kochi,
L00343,SAVINGS,2315,0.89,DEV_LEGIT_0466,59758,0,Chennai,
L00344,SAVINGS,2104,0.91,DEV_LEGIT_0354,54008,0,Hyderabad,
L00345,SAVINGS,2174,0.89,DEV_LEGIT_0241,165790,0,Nellore,
L00346,SAVINGS,2164,0.85,DEV_LEGIT_0343,80662,0,Mewat,
L00347,SAVINGS,1032,0.87,DEV_LEGIT_0889,101643,0,Mumbai,
L00348,SAVINGS,2062,0.9,DEV_LEGIT_0659,180952,0,Hyderabad,
L00349,CURRENT,1471,0.99,DEV_LEGIT_0911,104803,0,Noida,
L00350,SAVINGS,835,0.92,DEV_LEGIT_0691,106715,0,Coimbatore,
L00351,SAVINGS,1270,0.87,DEV_LEGIT_0729,82032,0,Mumbai,
L00352,SAVINGS,1293,0.89,DEV_LEGIT_0235,58976,0,Mewat,
L00353,SAVINGS,1994,0.89,DEV_LEGIT_0452,122950,0,Mumbai,
L00354,SAVINGS,1277,0.9,DEV_LEGIT_0723,212007,0,Kolkata,
L00355,CURRENT,1743,0.92,DEV_LEGIT_0540,73643,0,Kolkata,
L00356,SAVINGS,1256,0.98,DEV_LEGIT_0227,69414,0,Chennai,
L00357,CURRENT,2443,0.96,DEV_LEGIT_0741,103664,0,Noida,
L00358,SAVINGS,1316,0.95,DEV_LEGIT_0166,182304,0,Jamtara,
L00359,SAVINGS,526,0.91,DEV_LEGIT_0855,207199,0,Jamtara,
L00360,SAVINGS,1416,1.0,DEV_LEGIT_0804,44656,0,Mewat,
L00361,SAVINGS,1826,0.94,DEV_LEGIT_0540,50788,0,Bengaluru,
L00362,SAVINGS,2461,0.87,DEV_LEGIT_0235,130434,0,Coimbatore,
L00363,SAVINGS,922,0.89,DEV_LEGIT_0044,203547,0,Jamtara,
L00364,SAVINGS,762,0.91,DEV_LEGIT_0770,126179,0,Coimbatore,
L00365,SAVINGS,1248,0.85,DEV_LEGIT_0111,120857,0,Mewat,
L00366,SAVINGS,2642,0.96,DEV_LEGIT_0740,119159,0,Noida,
L00367,CURRENT,2516,0.87,DEV_LEGIT_0784,193568,0,Bengaluru,
L00368,SAVINGS,2087,0.91,DEV_LEGIT_0502,103030,0,Bengaluru,
L00369,SAVINGS,2124,0.89,DEV_LEGIT_0421,178031,0,Kolkata,
L00370,SAVINGS,2424,0.85,DEV_LEGIT_0519,90463,0,Chennai,
L00371,SAVINGS,671,0.85,DEV_LEGIT_0484,201233,0,Hyderabad,
L00372,SAVINGS,1844,0.88,DEV_LEGIT_0225,63180,0,Bengaluru,
L00373,SAVINGS,853,0.99,DEV_LEGIT_0616,146608,0,Gurugram,
L00374,SAVINGS,2883,0.95,DEV_LEGIT_0205,142708,0,Mewat,
L00375,CURRENT,2212,1.0,DEV_LEGIT_0104,135729,0,Bengaluru,
L00376,SAVINGS,642,0.9,DEV_LEGIT_0143,76695,0,Bengaluru,
L00377,SAVINGS,390,0.98,DEV_LEGIT_0492,93302,0,Kochi,
L00378,SAVINGS,2868,0.95,DEV_LEGIT_0339,106810,0,Kolar,
L00379,SAVINGS,1437,0.99,DEV_LEGIT_0412,97407,0,Coimbatore,
L00380,SAVINGS,2971,0.86,DEV_LEGIT_0438,162649,0,Gurugram,
L00381,SAVINGS,2417,0.92,DEV_LEGIT_0794,77596,0,Kochi,
L00382,SAVINGS,2834,0.93,DEV_LEGIT_0248,79750,0,Kolar,
L00383,CURRENT,1946,0.86,DEV_LEGIT_0573,85820,0,Bengaluru,
L00384,CURRENT,2714,0.91,DEV_LEGIT_0598,43121,0,Hyderabad,
L00385,SAVINGS,857,0.86,DEV_LEGIT_0518,191075,0,Gurugram,
L00386,CURRENT,2462,0.98,DEV_LEGIT_0752,79765,0,Kolkata,
L00387,SAVINGS,944,0.99,DEV_LEGIT_0582,219041,0,Mumbai,
L00388,CURRENT,2858,0.94,DEV_LEGIT_0832,83015,0,Kochi,
L00389,CURRENT,2371,0.86,DEV_LEGIT_0601,150133,0,Bengaluru,
L00390,SAVINGS,984,0.97,DEV_LEGIT_0154,202961,0,Bengaluru,
L00391,SAVINGS,2199,0.93,DEV_LEGIT_0354,215801,0,Chennai,
L00392,SAVINGS,2774,0.92,DEV_LEGIT_0247,167891,0,Coimbatore,
L00393,SAVINGS,1427,0.97,DEV_LEGIT_0495,212631,0,Coimbatore,
L00394,CURRENT,450,0.94,DEV_LEGIT_0754,189550,0,Chennai,
L00395,SAVINGS,2583,0.86,DEV_LEGIT_0548,184494,0,Kochi,
L00396,CURRENT,2868,0.97,DEV_LEGIT_0872,81956,0,Kolar,
L00397,SAVINGS,2041,0.85,DEV_LEGIT_0155,201755,0,Mewat,
L00398,SAVINGS,1031,0.99,DEV_LEGIT_0438,126514,0,Hyderabad,
L00399,CURRENT,1344,0.86,DEV_LEGIT_0601,41034,0,Mewat,
L00400,CURRENT,638,1.0,DEV_LEGIT_0611,106469,0,Mumbai,
L00401,SAVINGS,2736,0.98,DEV_LEGIT_0693,201913,0,Bengaluru,
L00402,CURRENT,1654,0.98,DEV_LEGIT_0154,174077,0,Hyderabad,
L00403,SAVINGS,1789,0.87,DEV_LEGIT_0901,160716,0,Gurugram,
L00404,CURRENT,1073,0.96,DEV_LEGIT_0937,139215,0,Bengaluru,
L00405,SAVINGS,2694,0.98,DEV_LEGIT_0661,61605,0,Kolkata,
L00406,CURRENT,2739,0.98,DEV_LEGIT_0199,109174,0,Nellore,
L00407,CURRENT,1238,0.98,DEV_LEGIT_0462,135733,0,Nellore,
L00408,SAVINGS,2965,0.89,DEV_LEGIT_0109,144853,0,Kochi,
L00409,SAVINGS,839,0.86,DEV_LEGIT_0558,209045,0,Bengaluru,
L00410,SAVINGS,1755,0.97,DEV_LEGIT_0421,189627,0,Coimbatore,
L00411,SAVINGS,2377,0.97,DEV_LEGIT_0189,156110,0,Jamtara,
L00412,SAVINGS,2845,0.93,DEV_LEGIT_0835,87257,0,Hyderabad,
L00413,CURRENT,1227,0.87,DEV_LEGIT_0279,176626,0,Jamtara,
L00414,SAVINGS,1064,0.93,DEV_LEGIT_0825,45107,0,Kolar,
L00415,SAVINGS,2003,0.9,DEV_LEGIT_0650,91229,0,Chennai,
L00416,CURRENT,706,0.96,DEV_LEGIT_0515,213866,0,Gurugram,
L00417,SAVINGS,784,0.96,DEV_LEGIT_0038,191958,0,Bengaluru,
L00418,SAVINGS,1233,0.96,DEV_LEGIT_0343,186104,0,Kolar,
L00419,SAVINGS,860,0.99,DEV_LEGIT_0206,184238,0,Kolar,
L00420,SAVINGS,1410,0.91,DEV_LEGIT_0551,144267,0,Nellore,
L00421,SAVINGS,2187,0.96,DEV_LEGIT_0753,38824,0,Gurugram,
L00422,CURRENT,885,0.89,DEV_LEGIT_0162,151260,0,Noida,
L00423,SAVINGS,1948,0.89,DEV_LEGIT_0726,167168,0,Nellore,
L00424,SAVINGS,2221,0.96,DEV_LEGIT_0917,66836,0,Bengaluru,
L00425,CURRENT,1476,0.87,DEV_LEGIT_0081,68336,0,Jamtara,
L00426,SAVINGS,1371,0.95,DEV_LEGIT_0423,169861,0,Hyderabad,
L00427,SAVINGS,1127,0.86,DEV_LEGIT_0638,61301,0,Jamtara,
L00428,SAVINGS,1696,0.87,DEV_LEGIT_0582,56991,0,Gurugram,
L00429,SAVINGS,539,0.92,DEV_LEGIT_0561,136622,0,Mumbai,
L00430,SAVINGS,1932,0.91,DEV_LEGIT_0849,202715,0,Bengaluru,
L00431,SAVINGS,2272,0.87,DEV_LEGIT_0369,182546,0,Kolkata,
L00432,CURRENT,1065,0.86,DEV_LEGIT_0801,138411,0,Mewat,
L00433,CURRENT,1357,1.0,DEV_LEGIT_0925,44558,0,Hyderabad,
L00434,SAVINGS,754,0.87,DEV_LEGIT_0193,212879,0,Kolkata,
L00435,CURRENT,1255,0.98,DEV_LEGIT_0483,184626,0,Kolkata,
L00436,SAVINGS,1902,0.98,DEV_LEGIT_0095,159450,0,Kochi,
L00437,SAVINGS,739,0.94,DEV_LEGIT_0840,189073,0,Bengaluru,
L00438,SAVINGS,864,0.95,DEV_LEGIT_0595,44589,0,Mumbai,
L00439,SAVINGS,2743,0.88,DEV_LEGIT_0113,111156,0,Kochi,
L00440,SAVINGS,2981,0.98,DEV_LEGIT_0902,147018,0,Bengaluru,
L00441,CURRENT,1706,0.86,DEV_LEGIT_0888,96690,0,Mumbai,
L00442,SAVINGS,1838,0.88,DEV_LEGIT_0726,105566,0,Noida,
L00443,SAVINGS,2803,0.94,DEV_LEGIT_0289,71813,0,Hyderabad,
L00444,CURRENT,1124,1.0,DEV_LEGIT_0403,95171,0,Gurugram,
L00445,SAVINGS,933,0.85,DEV_LEGIT_0831,118271,0,Coimbatore,
L00446,SAVINGS,882,0.93,DEV_LEGIT_0202,216107,0,Chennai,
L00447,SAVINGS,1856,0.91,DEV_LEGIT_0681,99106,0,Gurugram,
L00448,SAVINGS,2799,0.88,DEV_LEGIT_0204,124362,0,Kolkata,
L00449,SAVINGS,2998,0.95,DEV_LEGIT_0208,61629,0,Mewat,
L00450,SAVINGS,1033,0.99,DEV_LEGIT_0439,47641,0,Nellore,
L00451,SAVINGS,767,0.94,DEV_LEGIT_0553,154973,0,Noida,
L00452,SAVINGS,1522,0.89,DEV_LEGIT_0414,160064,0,Kochi,
L00453,SAVINGS,1109,0.93,DEV_LEGIT_0481,81162,0,Nellore,
