withdrawal_id,txn_id,atm_id,lat,long,amount_withdrawn,withdrawal_timestamp,cashout_pattern,withdrawal_hour
WTH_01302,TXN_00629,ATM_088,13.090447,80.293861,15000,2026-06-11 01:56:00,VICTIM_CITY,1
WTH_01303,TXN_00629,ATM_088,13.090447,80.293861,8000,2026-06-11 02:03:00,VICTIM_CITY,2
WTH_01304,TXN_00630,ATM_093,13.076443,80.290692,15000,2026-06-11 02:07:00,SYNDICATE_HUB,2
WTH_01306,TXN_00630,ATM_093,13.076443,80.290692,3500,2026-06-11 02:13:00,SYNDICATE_HUB,2
WTH_03582,TXN_01745,ATM_021,28.553223,77.395113,15000,2026-06-11 02:15:00,VICTIM_CITY,2
WTH_01305,TXN_00630,ATM_093,13.076443,80.290692,15000,2026-06-11 02:19:00,SYNDICATE_HUB,2
WTH_03583,TXN_01745,ATM_021,28.553223,77.395113,15000,2026-06-11 02:21:00,VICTIM_CITY,2
WTH_00144,TXN_00069,ATM_137,22.605169,88.364187,9000,2026-06-11 02:24:00,VICTIM_CITY,2
WTH_00145,TXN_00070,ATM_099,13.057952,80.275004,11000,2026-06-11 02:36:00,SYNDICATE_HUB,2
WTH_00417,TXN_00204,ATM_067,12.937606,77.609755,15000,2026-06-11 02:55:00,SYNDICATE_HUB,2
WTH_00418,TXN_00204,ATM_067,12.937606,77.609755,7000,2026-06-11 03:03:00,SYNDICATE_HUB,3
WTH_04539,TXN_02212,ATM_051,28.080693,76.986587,8500,2026-06-11 03:11:00,SYNDICATE_HUB,3
WTH_04536,TXN_02211,ATM_026,28.543278,77.381758,14500,2026-06-11 03:24:00,SYNDICATE_HUB,3
WTH_01688,TXN_00826,ATM_079,17.444705,78.501863,5500,2026-06-11 03:30:00,SYNDICATE_HUB,3
WTH_04537,TXN_02211,ATM_026,28.543278,77.381758,15000,2026-06-11 03:30:00,SYNDICATE_HUB,3
WTH_01689,TXN_00826,ATM_079,17.444705,78.501863,15000,2026-06-11 03:39:00,SYNDICATE_HUB,3
WTH_04533,TXN_02210,ATM_062,13.016489,77.549741,1000,2026-06-11 03:48:00,SYNDICATE_HUB,3
WTH_04538,TXN_02211,ATM_026,28.543278,77.381758,15000,2026-06-11 03:48:00,SYNDICATE_HUB,3
WTH_00237,TXN_00114,ATM_005,28.448233,77.039621,15000,2026-06-11 03:51:00,SYNDICATE_HUB,3
WTH_01690,TXN_00826,ATM_079,17.444705,78.501863,10500,2026-06-11 03:52:00,SYNDICATE_HUB,3
WTH_04534,TXN_02210,ATM_062,13.016489,77.549741,15000,2026-06-11 03:54:00,SYNDICATE_HUB,3
WTH_00238,TXN_00114,ATM_005,28.448233,77.039621,8000,2026-06-11 03:57:00,SYNDICATE_HUB,3
WTH_01691,TXN_00827,ATM_101,13.141425,78.141473,15000,2026-06-11 04:01:00,SYNDICATE_HUB,4
WTH_04535,TXN_02210,ATM_062,13.016489,77.549741,15000,2026-06-11 04:06:00,SYNDICATE_HUB,4
WTH_01692,TXN_00827,ATM_101,13.141425,78.141473,15000,2026-06-11 04:09:00,SYNDICATE_HUB,4
WTH_01693,TXN_00827,ATM_101,13.141425,78.141473,15000,2026-06-11 04:09:00,SYNDICATE_HUB,4
WTH_03584,TXN_01746,ATM_023,28.500015,77.373724,15000,2026-06-11 04:16:00,VICTIM_CITY,4
WTH_00419,TXN_00205,ATM_117,14.443511,79.973468,6000,2026-06-11 04:28:00,SYNDICATE_HUB,4
WTH_00420,TXN_00205,ATM_117,14.443511,79.973468,15000,2026-06-11 04:34:00,SYNDICATE_HUB,4
WTH_00421,TXN_00205,ATM_117,14.443511,79.973468,13500,2026-06-11 04:44:00,SYNDICATE_HUB,4
WTH_00146,TXN_00071,ATM_025,28.543747,77.348687,1000,2026-06-11 04:45:00,SYNDICATE_HUB,4
WTH_00147,TXN_00071,ATM_025,28.543747,77.348687,15000,2026-06-11 04:55:00,SYNDICATE_HUB,4
WTH_01307,TXN_00631,ATM_094,13.095951,80.268661,15000,2026-06-11 04:59:00,VICTIM_CITY,4
WTH_01308,TXN_00631,ATM_094,13.095951,80.268661,5500,2026-06-11 05:10:00,VICTIM_CITY,5
WTH_03585,TXN_01747,ATM_114,14.443886,79.964945,11500,2026-06-11 05:15:00,SYNDICATE_HUB,5
WTH_04540,TXN_02213,ATM_026,28.543278,77.381758,9000,2026-06-11 05:15:00,SYNDICATE_HUB,5
WTH_01309,TXN_00631,ATM_094,13.095951,80.268661,15000,2026-06-11 05:21:00,VICTIM_CITY,5
WTH_03586,TXN_01747,ATM_114,14.443886,79.964945,15000,2026-06-11 05:22:00,SYNDICATE_HUB,5
WTH_03587,TXN_01747,ATM_114,14.443886,79.964945,5000,2026-06-11 05:29:00,SYNDICATE_HUB,5
WTH_01310,TXN_00632,ATM_091,13.100219,80.2467,15000,2026-06-11 05:34:00,VICTIM_CITY,5
WTH_01311,TXN_00632,ATM_091,13.100219,80.2467,15000,2026-06-11 05:44:00,VICTIM_CITY,5
WTH_04401,TXN_02144,ATM_099,13.057952,80.275004,10500,2026-06-11 06:00:00,SYNDICATE_HUB,6
WTH_00152,TXN_00074,ATM_099,13.057952,80.275004,15000,2026-06-11 06:08:00,SYNDICATE_HUB,6
WTH_00422,TXN_00206,ATM_016,28.521059,77.435455,15000,2026-06-11 06:08:00,SYNDICATE_HUB,6
WTH_03588,TXN_01748,ATM_016,28.521059,77.435455,2000,2026-06-11 06:12:00,VICTIM_CITY,6
WTH_00423,TXN_00206,ATM_016,28.521059,77.435455,10500,2026-06-11 06:15:00,SYNDICATE_HUB,6
WTH_03589,TXN_01748,ATM_016,28.521059,77.435455,15000,2026-06-11 06:17:00,VICTIM_CITY,6
WTH_00153,TXN_00074,ATM_099,13.057952,80.275004,15000,2026-06-11 06:20:00,SYNDICATE_HUB,6
WTH_00239,TXN_00115,ATM_118,14.485479,79.999178,1000,2026-06-11 06:42:00,SYNDICATE_HUB,6
WTH_01312,TXN_00633,ATM_013,28.446435,77.029262,15000,2026-06-11 06:46:00,SYNDICATE_HUB,6
WTH_00240,TXN_00115,ATM_118,14.485479,79.999178,15000,2026-06-11 06:47:00,SYNDICATE_HUB,6
WTH_00148,TXN_00072,ATM_018,28.555241,77.3617,15000,2026-06-11 06:50:00,SYNDICATE_HUB,6
WTH_01694,TXN_00828,ATM_105,13.143941,78.194144,15000,2026-06-11 07:10:00,SYNDICATE_HUB,7
WTH_01697,TXN_00829,ATM_104,13.143941,78.140721,5500,2026-06-11 07:19:00,SYNDICATE_HUB,7
WTH_01695,TXN_00828,ATM_105,13.143941,78.194144,15000,2026-06-11 07:20:00,SYNDICATE_HUB,7
WTH_01698,TXN_00829,ATM_104,13.143941,78.140721,15000,2026-06-11 07:23:00,SYNDICATE_HUB,7
WTH_01696,TXN_00828,ATM_105,13.143941,78.194144,2500,2026-06-11 07:32:00,SYNDICATE_HUB,7
WTH_03590,TXN_01749,ATM_113,14.433161,80.008279,15000,2026-06-11 07:33:00,SYNDICATE_HUB,7
WTH_00424,TXN_00207,ATM_100,13.136631,78.114212,15000,2026-06-11 07:34:00,SYNDICATE_HUB,7
WTH_00426,TXN_00207,ATM_100,13.136631,78.114212,15000,2026-06-11 07:40:00,SYNDICATE_HUB,7
WTH_03591,TXN_01749,ATM_113,14.433161,80.008279,15000,2026-06-11 07:42:00,SYNDICATE_HUB,7
WTH_00425,TXN_00207,ATM_100,13.136631,78.114212,10500,2026-06-11 07:45:00,SYNDICATE_HUB,7
WTH_00241,TXN_00116,ATM_136,22.612956,88.323696,10000,2026-06-11 08:02:00,VICTIM_CITY,8
WTH_00149,TXN_00073,ATM_135,22.560279,88.367561,15000,2026-06-11 08:26:00,VICTIM_CITY,8
WTH_00150,TXN_00073,ATM_135,22.560279,88.367561,8500,2026-06-11 08:33:00,VICTIM_CITY,8
WTH_00151,TXN_00073,ATM_135,22.560279,88.367561,13000,2026-06-11 08:34:00,VICTIM_CITY,8
WTH_04402,TXN_02145,ATM_046,28.110942,77.014373,12500,2026-06-11 08:38:00,SYNDICATE_HUB,8
WTH_01699,TXN_00830,ATM_119,14.402097,79.990229,9000,2026-06-11 08:41:00,VICTIM_CITY,8
WTH_00154,TXN_00075,ATM_107,13.150964,78.142922,10000,2026-06-11 08:45:00,SYNDICATE_HUB,8
WTH_00155,TXN_00075,ATM_107,13.150964,78.142922,9500,2026-06-11 08:54:00,SYNDICATE_HUB,8
WTH_00242,TXN_00117,ATM_061,12.996913,77.5655,10500,2026-06-11 09:22:00,SYNDICATE_HUB,9
WTH_00243,TXN_00117,ATM_061,12.996913,77.5655,15000,2026-06-11 09:25:00,SYNDICATE_HUB,9
WTH_00244,TXN_00117,ATM_061,12.996913,77.5655,3000,2026-06-11 09:32:00,SYNDICATE_HUB,9
WTH_00427,TXN_00208,ATM_147,11.002655,76.97619,10500,2026-06-11 10:18:00,VICTIM_CITY,10
WTH_00428,TXN_00208,ATM_147,11.002655,76.97619,13000,2026-06-11 10:30:00,VICTIM_CITY,10
WTH_00429,TXN_00208,ATM_147,11.002655,76.97619,15000,2026-06-11 10:36:00,VICTIM_CITY,10
WTH_00156,TXN_00076,ATM_114,14.443886,79.964945,14000,2026-06-11 11:01:00,SYNDICATE_HUB,11
WTH_01700,TXN_00831,ATM_118,14.485479,79.999178,9500,2026-06-11 11:37:00,VICTIM_CITY,11
WTH_01702,TXN_00831,ATM_118,14.485479,79.999178,15000,2026-06-11 11:43:00,VICTIM_CITY,11
WTH_01701,TXN_00831,ATM_118,14.485479,79.999178,5000,2026-06-11 11:46:00,VICTIM_CITY,11
WTH_00430,TXN_00209,ATM_079,17.444705,78.501863,4500,2026-06-11 11:59:00,SYNDICATE_HUB,11
WTH_00431,TXN_00209,ATM_079,17.444705,78.501863,15000,2026-06-11 12:02:00,SYNDICATE_HUB,12
WTH_00432,TXN_00209,ATM_079,17.444705,78.501863,15000,2026-06-11 12:17:00,SYNDICATE_HUB,12
WTH_04403,TXN_02146,ATM_147,11.002655,76.97619,15000,2026-06-11 12:55:00,VICTIM_CITY,12
WTH_00433,TXN_00210,ATM_089,13.083064,80.311399,9000,2026-06-11 13:29:00,SYNDICATE_HUB,13
WTH_00435,TXN_00210,ATM_089,13.083064,80.311399,15000,2026-06-11 13:37:00,SYNDICATE_HUB,13
WTH_00434,TXN_00210,ATM_089,13.083064,80.311399,12500,2026-06-11 13:40:00,SYNDICATE_HUB,13
WTH_01703,TXN_00832,ATM_077,17.363239,78.494132,10000,2026-06-11 14:03:00,SYNDICATE_HUB,14
WTH_04404,TXN_02147,ATM_022,28.532724,77.383774,13500,2026-06-11 14:20:00,SYNDICATE_HUB,14
WTH_04405,TXN_02147,ATM_022,28.532724,77.383774,15000,2026-06-11 14:32:00,SYNDICATE_HUB,14
WTH_00436,TXN_00211,ATM_026,28.543278,77.381758,15000,2026-06-11 14:47:00,SYNDICATE_HUB,14
WTH_00437,TXN_00211,ATM_026,28.543278,77.381758,15000,2026-06-11 14:59:00,SYNDICATE_HUB,14
WTH_00438,TXN_00211,ATM_026,28.543278,77.381758,15000,2026-06-11 14:59:00,SYNDICATE_HUB,14
WTH_01704,TXN_00833,ATM_022,28.532724,77.383774,1000,2026-06-11 16:01:00,SYNDICATE_HUB,16
WTH_01705,TXN_00833,ATM_022,28.532724,77.383774,15000,2026-06-11 16:07:00,SYNDICATE_HUB,16
WTH_04406,TXN_02148,ATM_071,17.392279,78.528529,15000,2026-06-11 16:16:00,SYNDICATE_HUB,16
WTH_04407,TXN_02148,ATM_071,17.392279,78.528529,15000,2026-06-11 16:26:00,SYNDICATE_HUB,16
WTH_01706,TXN_00834,ATM_091,13.100219,80.2467,5000,2026-06-11 16:27:00,SYNDICATE_HUB,16
WTH_04408,TXN_02148,ATM_071,17.392279,78.528529,6000,2026-06-11 16:28:00,SYNDICATE_HUB,16
WTH_01707,TXN_00834,ATM_091,13.100219,80.2467,15000,2026-06-11 16:34:00,SYNDICATE_HUB,16
WTH_00439,TXN_00212,ATM_018,28.555241,77.3617,15000,2026-06-11 17:14:00,SYNDICATE_HUB,17
WTH_01708,TXN_00835,ATM_038,23.920584,86.81605,15000,2026-06-11 17:16:00,SYNDICATE_HUB,17
WTH_02499,TXN_01221,ATM_074,17.345418,78.444445,10000,2026-06-11 17:16:00,SYNDICATE_HUB,17
WTH_00440,TXN_00212,ATM_018,28.555241,77.3617,1500,2026-06-11 17:21:00,SYNDICATE_HUB,17
WTH_01709,TXN_00835,ATM_038,23.920584,86.81605,7500,2026-06-11 17:24:00,SYNDICATE_HUB,17
WTH_00441,TXN_00212,ATM_018,28.555241,77.3617,4000,2026-06-11 17:28:00,SYNDICATE_HUB,17
WTH_02065,TXN_01008,ATM_085,17.377148,78.46258,9000,2026-06-11 17:38:00,VICTIM_CITY,17
WTH_04409,TXN_02149,ATM_065,12.974789,77.578489,6500,2026-06-11 18:03:00,SYNDICATE_HUB,18
WTH_04411,TXN_02149,ATM_065,12.974789,77.578489,11000,2026-06-11 18:09:00,SYNDICATE_HUB,18
WTH_04410,TXN_02149,ATM_065,12.974789,77.578489,15000,2026-06-11 18:12:00,SYNDICATE_HUB,18
WTH_02066,TXN_01009,ATM_098,13.087549,80.281489,3500,2026-06-11 18:46:00,SYNDICATE_HUB,18
WTH_02068,TXN_01009,ATM_098,13.087549,80.281489,15000,2026-06-11 18:54:00,SYNDICATE_HUB,18
WTH_02067,TXN_01009,ATM_098,13.087549,80.281489,15000,2026-06-11 18:58:00,SYNDICATE_HUB,18
WTH_01710,TXN_00836,ATM_035,23.968286,86.792578,9000,2026-06-11 19:19:00,SYNDICATE_HUB,19
WTH_00463,TXN_00224,ATM_149,9.95279,76.274675,9500,2026-06-11 19:22:00,VICTIM_CITY,19
WTH_01711,TXN_00836,ATM_035,23.968286,86.792578,8000,2026-06-11 19:23:00,SYNDICATE_HUB,19
WTH_00464,TXN_00224,ATM_149,9.95279,76.274675,5500,2026-06-11 19:30:00,VICTIM_CITY,19
WTH_01712,TXN_00836,ATM_035,23.968286,86.792578,15000,2026-06-11 19:39:00,SYNDICATE_HUB,19
WTH_02500,TXN_01222,ATM_103,13.113657,78.117495,15000,2026-06-11 20:03:00,SYNDICATE_HUB,20
WTH_01713,TXN_00837,ATM_116,14.427993,79.990829,14000,2026-06-11 20:10:00,SYNDICATE_HUB,20
WTH_01714,TXN_00837,ATM_116,14.427993,79.990829,3000,2026-06-11 20:17:00,SYNDICATE_HUB,20
WTH_02808,TXN_01371,ATM_026,28.543278,77.381758,14500,2026-06-11 21:09:00,SYNDICATE_HUB,21
WTH_02809,TXN_01371,ATM_026,28.543278,77.381758,12000,2026-06-11 21:13:00,SYNDICATE_HUB,21
WTH_02811,TXN_01372,ATM_006,28.448378,77.015422,15000,2026-06-11 21:16:00,VICTIM_CITY,21
WTH_02810,TXN_01371,ATM_026,28.543278,77.381758,6500,2026-06-11 21:21:00,SYNDICATE_HUB,21
WTH_02069,TXN_01010,ATM_073,17.393316,78.511718,15000,2026-06-11 21:25:00,VICTIM_CITY,21
WTH_02070,TXN_01010,ATM_073,17.393316,78.511718,4000,2026-06-11 21:29:00,VICTIM_CITY,21
WTH_01715,TXN_00838,ATM_111,14.488893,79.949155,10000,2026-06-11 22:00:00,VICTIM_CITY,22
WTH_00465,TXN_00225,ATM_047,28.094959,76.988447,15000,2026-06-11 22:08:00,SYNDICATE_HUB,22
WTH_04763,TXN_02327,ATM_050,28.109102,76.990308,15000,2026-06-11 22:09:00,SYNDICATE_HUB,22
WTH_04764,TXN_02327,ATM_050,28.109102,76.990308,13000,2026-06-11 22:17:00,SYNDICATE_HUB,22
WTH_03859,TXN_01879,ATM_115,14.428294,80.000092,15000,2026-06-11 22:31:00,SYNDICATE_HUB,22
WTH_03860,TXN_01879,ATM_115,14.428294,80.000092,14000,2026-06-11 22:34:00,SYNDICATE_HUB,22
WTH_03861,TXN_01879,ATM_115,14.428294,80.000092,11500,2026-06-11 22:45:00,SYNDICATE_HUB,22
WTH_02501,TXN_01223,ATM_087,13.080541,80.280252,13500,2026-06-11 22:55:00,SYNDICATE_HUB,22
WTH_02071,TXN_01011,ATM_053,28.105774,77.003081,7500,2026-06-11 23:03:00,SYNDICATE_HUB,23
WTH_04765,TXN_02328,ATM_098,13.087549,80.281489,3000,2026-06-11 23:11:00,SYNDICATE_HUB,23
WTH_02072,TXN_01011,ATM_053,28.105774,77.003081,15000,2026-06-11 23:15:00,SYNDICATE_HUB,23
WTH_04766,TXN_02328,ATM_098,13.087549,80.281489,15000,2026-06-11 23:15:00,SYNDICATE_HUB,23
WTH_02073,TXN_01011,ATM_053,28.105774,77.003081,15000,2026-06-11 23:19:00,SYNDICATE_HUB,23
WTH_04767,TXN_02329,ATM_025,28.543747,77.348687,8000,2026-06-11 23:45:00,SYNDICATE_HUB,23
WTH_02502,TXN_01224,ATM_145,11.023544,76.940855,13000,2026-06-11 23:51:00,VICTIM_CITY,23
WTH_04768,TXN_02329,ATM_025,28.543747,77.348687,15000,2026-06-11 23:55:00,SYNDICATE_HUB,23
WTH_02503,TXN_01224,ATM_145,11.023544,76.940855,7500,2026-06-12 00:00:00,VICTIM_CITY,0
WTH_01716,TXN_00839,ATM_097,13.088695,80.235819,9000,2026-06-12 00:04:00,SYNDICATE_HUB,0
WTH_01717,TXN_00839,ATM_097,13.088695,80.235819,11500,2026-06-12 00:14:00,SYNDICATE_HUB,0
WTH_00466,TXN_00226,ATM_074,17.345418,78.444445,15000,2026-06-12 00:43:00,SYNDICATE_HUB,0
WTH_03862,TXN_01880,ATM_134,22.618308,88.323856,15000,2026-06-12 01:32:00,VICTIM_CITY,1
WTH_00718,TXN_00343,ATM_020,28.503624,77.395725,15000,2026-06-12 02:03:00,SYNDICATE_HUB,2
WTH_03863,TXN_01881,ATM_015,28.445085,77.019599,1000,2026-06-12 02:06:00,SYNDICATE_HUB,2
WTH_02074,TXN_01012,ATM_030,28.54345,77.414413,15000,2026-06-12 02:15:00,SYNDICATE_HUB,2
WTH_03864,TXN_01881,ATM_015,28.445085,77.019599,15000,2026-06-12 02:15:00,SYNDICATE_HUB,2
WTH_02075,TXN_01012,ATM_030,28.54345,77.414413,5500,2026-06-12 02:20:00,SYNDICATE_HUB,2
WTH_02504,TXN_01225,ATM_097,13.088695,80.235819,15000,2026-06-12 02:50:00,SYNDICATE_HUB,2
WTH_02505,TXN_01225,ATM_097,13.088695,80.235819,13000,2026-06-12 02:59:00,SYNDICATE_HUB,2
WTH_02506,TXN_01225,ATM_097,13.088695,80.235819,10500,2026-06-12 03:12:00,SYNDICATE_HUB,3
WTH_04769,TXN_02330,ATM_147,11.002655,76.97619,9500,2026-06-12 03:12:00,VICTIM_CITY,3
WTH_02507,TXN_01226,ATM_145,11.023544,76.940855,15000,2026-06-12 03:41:00,VICTIM_CITY,3
WTH_02508,TXN_01226,ATM_145,11.023544,76.940855,1500,2026-06-12 03:48:00,VICTIM_CITY,3
WTH_02509,TXN_01226,ATM_145,11.023544,76.940855,7000,2026-06-12 03:51:00,VICTIM_CITY,3
WTH_00467,TXN_00227,ATM_060,13.00817,77.618662,15000,2026-06-12 03:57:00,SYNDICATE_HUB,3
WTH_00468,TXN_00227,ATM_060,13.00817,77.618662,1000,2026-06-12 04:01:00,SYNDICATE_HUB,4
WTH_00719,TXN_00344,ATM_089,13.083064,80.311399,15000,2026-06-12 04:05:00,SYNDICATE_HUB,4
WTH_02076,TXN_01013,ATM_076,17.393016,78.497786,9000,2026-06-12 04:06:00,VICTIM_CITY,4
WTH_00469,TXN_00227,ATM_060,13.00817,77.618662,15000,2026-06-12 04:07:00,SYNDICATE_HUB,4
WTH_00720,TXN_00344,ATM_089,13.083064,80.311399,13000,2026-06-12 04:10:00,SYNDICATE_HUB,4
WTH_02305,TXN_01128,ATM_018,28.555241,77.3617,15000,2026-06-12 04:16:00,SYNDICATE_HUB,4
WTH_02306,TXN_01128,ATM_018,28.555241,77.3617,15000,2026-06-12 04:21:00,SYNDICATE_HUB,4
WTH_04067,TXN_01985,ATM_084,17.411306,78.547397,3000,2026-06-12 04:21:00,SYNDICATE_HUB,4
WTH_04070,TXN_01986,ATM_124,19.058902,72.85418,12000,2026-06-12 04:24:00,VICTIM_CITY,4
WTH_04071,TXN_01986,ATM_124,19.058902,72.85418,11500,2026-06-12 04:28:00,VICTIM_CITY,4
WTH_04068,TXN_01985,ATM_084,17.411306,78.547397,15000,2026-06-12 04:30:00,SYNDICATE_HUB,4
WTH_04069,TXN_01985,ATM_084,17.411306,78.547397,15000,2026-06-12 04:31:00,SYNDICATE_HUB,4
WTH_02510,TXN_01227,ATM_145,11.023544,76.940855,15000,2026-06-12 04:37:00,VICTIM_CITY,4
WTH_00470,TXN_00228,ATM_017,28.535176,77.365615,15000,2026-06-12 04:41:00,SYNDICATE_HUB,4
WTH_01020,TXN_00493,ATM_099,13.057952,80.275004,10000,2026-06-12 05:01:00,SYNDICATE_HUB,5
WTH_04770,TXN_02331,ATM_114,14.443886,79.964945,2000,2026-06-12 06:03:00,SYNDICATE_HUB,6
WTH_04771,TXN_02331,ATM_114,14.443886,79.964945,15000,2026-06-12 06:11:00,SYNDICATE_HUB,6
WTH_04772,TXN_02331,ATM_114,14.443886,79.964945,1000,2026-06-12 06:15:00,SYNDICATE_HUB,6
WTH_00471,TXN_00229,ATM_148,9.939768,76.25067,15000,2026-06-12 07:12:00,VICTIM_CITY,7
WTH_00472,TXN_00229,ATM_148,9.939768,76.25067,1000,2026-06-12 07:22:00,VICTIM_CITY,7
WTH_01021,TXN_00494,ATM_031,23.954833,86.799929,12000,2026-06-12 07:28:00,SYNDICATE_HUB,7
WTH_04072,TXN_01987,ATM_123,19.032789,72.865658,11000,2026-06-12 07:36:00,VICTIM_CITY,7
WTH_01022,TXN_00494,ATM_031,23.954833,86.799929,15000,2026-06-12 07:38:00,SYNDICATE_HUB,7
WTH_04073,TXN_01987,ATM_123,19.032789,72.865658,15000,2026-06-12 07:43:00,VICTIM_CITY,7
WTH_01023,TXN_00494,ATM_031,23.954833,86.799929,13000,2026-06-12 07:44:00,SYNDICATE_HUB,7
WTH_04773,TXN_02332,ATM_146,11.011805,76.943968,2500,2026-06-12 07:50:00,VICTIM_CITY,7
WTH_04074,TXN_01987,ATM_123,19.032789,72.865658,15000,2026-06-12 07:54:00,VICTIM_CITY,7
WTH_02307,TXN_01129,ATM_094,13.095951,80.268661,15000,2026-06-12 07:57:00,SYNDICATE_HUB,7
WTH_00473,TXN_00230,ATM_040,23.963968,86.771099,6500,2026-06-12 07:59:00,SYNDICATE_HUB,7
WTH_04774,TXN_02332,ATM_146,11.011805,76.943968,15000,2026-06-12 08:02:00,VICTIM_CITY,8
WTH_00474,TXN_00230,ATM_040,23.963968,86.771099,11000,2026-06-12 08:07:00,SYNDICATE_HUB,8
WTH_02308,TXN_01129,ATM_094,13.095951,80.268661,3000,2026-06-12 08:09:00,SYNDICATE_HUB,8
WTH_01819,TXN_00888,ATM_136,22.612956,88.323696,13000,2026-06-12 08:24:00,VICTIM_CITY,8
WTH_04080,TXN_01990,ATM_108,13.130656,78.144644,3000,2026-06-12 08:24:00,SYNDICATE_HUB,8
WTH_01820,TXN_00888,ATM_136,22.612956,88.323696,15000,2026-06-12 08:27:00,VICTIM_CITY,8
WTH_04081,TXN_01990,ATM_108,13.130656,78.144644,15000,2026-06-12 08:30:00,SYNDICATE_HUB,8
WTH_04082,TXN_01990,ATM_108,13.130656,78.144644,15000,2026-06-12 08:36:00,SYNDICATE_HUB,8
WTH_01821,TXN_00888,ATM_136,22.612956,88.323696,15000,2026-06-12 08:38:00,VICTIM_CITY,8
WTH_04077,TXN_01989,ATM_122,19.09418,72.908867,15000,2026-06-12 08:47:00,VICTIM_CITY,8
WTH_04083,TXN_01991,ATM_004,28.497401,77.045018,15000,2026-06-12 08:47:00,SYNDICATE_HUB,8
WTH_04085,TXN_01991,ATM_004,28.497401,77.045018,4500,2026-06-12 08:53:00,SYNDICATE_HUB,8
WTH_04078,TXN_01989,ATM_122,19.09418,72.908867,8500,2026-06-12 08:58:00,VICTIM_CITY,8
WTH_04084,TXN_01991,ATM_004,28.497401,77.045018,15000,2026-06-12 08:58:00,SYNDICATE_HUB,8
WTH_04079,TXN_01989,ATM_122,19.09418,72.908867,15000,2026-06-12 09:01:00,VICTIM_CITY,9
WTH_04075,TXN_01988,ATM_057,12.973527,77.673424,15000,2026-06-12 09:03:00,SYNDICATE_HUB,9
WTH_04076,TXN_01988,ATM_057,12.973527,77.673424,2000,2026-06-12 09:15:00,SYNDICATE_HUB,9
WTH_02309,TXN_01130,ATM_141,22.575778,88.38244,15000,2026-06-12 09:40:00,VICTIM_CITY,9
WTH_02310,TXN_01130,ATM_141,22.575778,88.38244,15000,2026-06-12 09:51:00,VICTIM_CITY,9
WTH_02311,TXN_01130,ATM_141,22.575778,88.38244,4000,2026-06-12 09:56:00,VICTIM_CITY,9
WTH_01822,TXN_00889,ATM_135,22.560279,88.367561,10000,2026-06-12 10:11:00,VICTIM_CITY,10
WTH_04775,TXN_02333,ATM_145,11.023544,76.940855,15000,2026-06-12 10:22:00,VICTIM_CITY,10
WTH_04777,TXN_02333,ATM_145,11.023544,76.940855,15000,2026-06-12 10:32:00,VICTIM_CITY,10
WTH_04776,TXN_02333,ATM_145,11.023544,76.940855,15000,2026-06-12 10:34:00,VICTIM_CITY,10
WTH_01024,TXN_00495,ATM_111,14.488893,79.949155,2000,2026-06-12 11:01:00,VICTIM_CITY,11
WTH_04086,TXN_01992,ATM_130,19.091977,72.905587,8500,2026-06-12 11:10:00,VICTIM_CITY,11
WTH_04778,TXN_02334,ATM_146,11.011805,76.943968,12000,2026-06-12 11:11:00,VICTIM_CITY,11
WTH_01025,TXN_00495,ATM_111,14.488893,79.949155,15000,2026-06-12 11:13:00,VICTIM_CITY,11
WTH_04087,TXN_01992,ATM_130,19.091977,72.905587,13500,2026-06-12 11:21:00,VICTIM_CITY,11
WTH_04088,TXN_01992,ATM_130,19.091977,72.905587,15000,2026-06-12 11:22:00,VICTIM_CITY,11
WTH_01026,TXN_00496,ATM_077,17.363239,78.494132,2000,2026-06-12 11:33:00,SYNDICATE_HUB,11
WTH_01027,TXN_00496,ATM_077,17.363239,78.494132,15000,2026-06-12 11:43:00,SYNDICATE_HUB,11
WTH_01823,TXN_00890,ATM_140,22.574554,88.353111,15000,2026-06-12 13:23:00,VICTIM_CITY,13
WTH_01824,TXN_00890,ATM_140,22.574554,88.353111,9000,2026-06-12 13:28:00,VICTIM_CITY,13
WTH_01825,TXN_00890,ATM_140,22.574554,88.353111,10000,2026-06-12 13:29:00,VICTIM_CITY,13
WTH_01028,TXN_00497,ATM_058,12.965444,77.60425,6500,2026-06-12 13:30:00,SYNDICATE_HUB,13
WTH_01029,TXN_00497,ATM_058,12.965444,77.60425,15000,2026-06-12 13:33:00,SYNDICATE_HUB,13
WTH_04779,TXN_02335,ATM_144,11.013157,76.96992,13500,2026-06-12 13:50:00,VICTIM_CITY,13
WTH_04780,TXN_02335,ATM_144,11.013157,76.96992,15000,2026-06-12 14:00:00,VICTIM_CITY,14
WTH_04781,TXN_02336,ATM_116,14.427993,79.990829,10500,2026-06-12 15:13:00,SYNDICATE_HUB,15
WTH_04784,TXN_02338,ATM_012,28.461121,76.992406,15000,2026-06-12 16:17:00,SYNDICATE_HUB,16
WTH_04782,TXN_02337,ATM_060,13.00817,77.618662,5500,2026-06-12 16:43:00,SYNDICATE_HUB,16
WTH_04783,TXN_02337,ATM_060,13.00817,77.618662,15000,2026-06-12 16:47:00,SYNDICATE_HUB,16
WTH_01030,TXN_00498,ATM_087,13.080541,80.280252,15000,2026-06-12 16:49:00,SYNDICATE_HUB,16
